QId_x,QUserId,QTags,QTime,QAcceptedAnswerId,QScore,QViewCount,QAnswerCount,QCommentCount,AId,AUserId,QId_y,ATime,AScore,ACommentCount
625,6.0,<water><spectrometry>,2013-10-11 16:38:54.387,635.0,10,95,1,0,635,88.0,625,2013-10-14 09:43:40.637,4,1
630,232.0,<the-moon><moon-phases>,2013-10-13 14:37:21.977,631.0,9,7508,1,2,631,13.0,630,2013-10-13 15:40:46.773,10,6
639,6.0,<atmosphere><magnetic-field><venus><solar-wind>,2013-10-14 14:30:22.200,640.0,42,2865,2,0,640,88.0,639,2013-10-14 14:56:26.140,31,1
641,239.0,<universe>,2013-10-14 18:03:23.053,644.0,12,3030,2,0,644,45.0,641,2013-10-14 21:30:39.797,12,2
646,239.0,<star><distances><light><speed>,2013-10-15 04:25:01.693,647.0,24,18931,6,2,647,13.0,646,2013-10-15 05:49:38.000,21,2
648,92.0,<cosmology><cosmological-inflation><early-universe>,2013-10-15 08:26:44.220,983.0,11,732,1,4,983,467.0,648,2013-11-21 06:59:41.517,8,1
656,257.0,<comets>,2013-10-15 22:33:02.420,657.0,12,85,1,0,657,158.0,656,2013-10-15 23:28:45.617,6,0
660,83.0,<observational-astronomy>,2013-10-16 06:49:30.687,662.0,5,172,2,3,662,88.0,660,2013-10-16 08:42:58.783,9,10
664,258.0,<cosmology><supermassive-black-hole>,2013-10-16 12:18:23.763,670.0,12,388,2,1,670,43.0,664,2013-10-16 15:53:50.237,7,0
666,259.0,<amateur-observing><telescope>,2013-10-16 13:37:49.987,668.0,47,23950,3,1,668,13.0,666,2013-10-16 15:16:45.020,41,2
675,258.0,<cosmology><dark-matter><dark-energy>,2013-10-17 02:00:54.913,688.0,15,1250,3,0,688,176.0,675,2013-10-17 17:03:19.130,17,1
676,258.0,<early-universe>,2013-10-17 02:21:56.480,685.0,13,339,1,2,685,86.0,676,2013-10-17 12:41:07.743,15,0
677,160.0,<amateur-observing><telescope><refractor-telescope>,2013-10-17 06:55:11.057,680.0,14,1186,1,0,680,50.0,677,2013-10-17 08:23:02.500,11,0
678,160.0,<the-sun><amateur-observing><telescope><refractor-telescope>,2013-10-17 07:00:51.557,690.0,11,123,1,0,690,50.0,678,2013-10-17 17:10:28.283,3,0
679,83.0,<matter><interstellar-medium>,2013-10-17 08:06:15.410,681.0,15,318,1,0,681,88.0,679,2013-10-17 09:04:09.573,10,0
686,273.0,<supernova>,2013-10-17 15:53:35.890,693.0,10,438,1,1,693,,686,2013-10-17 20:22:33.927,5,0
687,160.0,<exoplanet><earth-like-planet><planetary-systems>,2013-10-17 16:58:32.890,691.0,14,422,4,0,691,6.0,687,2013-10-17 17:18:32.340,14,3
694,160.0,<solar-system><amateur-observing><telescope><jupiter><refractor-telescope>,2013-10-17 22:23:16.317,695.0,6,3427,1,0,695,13.0,694,2013-10-17 23:46:11.177,6,2
697,,<solar-system><planet><oort-cloud>,2013-10-18 06:54:33.457,831.0,17,1033,2,9,831,281.0,697,2013-10-31 13:41:10.493,9,5
699,277.0,<titan>,2013-10-18 10:54:10.537,701.0,14,7609,2,5,701,50.0,699,2013-10-18 11:40:39.473,14,2
700,83.0,<black-hole><neutron-star>,2013-10-18 11:32:21.377,714.0,11,2492,4,2,714,286.0,700,2013-10-20 11:19:47.007,15,2
702,6.0,<asteroids><impact>,2013-10-18 13:26:42.543,787.0,6,416,1,1,787,86.0,702,2013-10-25 20:53:00.023,7,0
706,282.0,<earth><geology>,2013-10-19 02:28:52.150,707.0,11,426,2,2,707,38.0,706,2013-10-19 04:05:27.320,7,0
712,284.0,<atmosphere><mars>,2013-10-19 21:37:06.343,713.0,16,146,1,0,713,45.0,712,2013-10-20 01:35:32.220,10,0
717,104.0,<pulsar>,2013-10-21 11:46:34.350,956.0,10,215,1,0,956,450.0,717,2013-11-19 09:15:50.720,7,0
718,258.0,<galaxy>,2013-10-21 13:18:01.660,719.0,10,5300,3,1,719,45.0,718,2013-10-21 14:43:03.737,8,2
720,6.0,<amateur-observing><meteor>,2013-10-21 14:46:01.750,803.0,5,67,1,0,803,286.0,720,2013-10-27 19:26:42.353,2,0
721,45.0,<star-systems><interstellar-medium><turbulence>,2013-10-21 14:57:48.867,723.0,12,471,1,0,723,88.0,721,2013-10-21 16:40:14.650,9,0
722,289.0,<saturn><planetary-ring>,2013-10-21 15:21:02.077,744.0,29,4142,2,6,744,88.0,722,2013-10-22 16:54:11.917,16,0
747,,<gas-giants><orbital-migration>,2013-10-23 09:14:46.190,750.0,10,178,1,0,750,88.0,747,2013-10-23 14:35:29.357,6,0
748,83.0,<black-hole><neutron-star><astrophysics>,2013-10-23 09:19:16.200,763.0,37,37081,2,2,763,302.0,748,2013-10-24 09:22:33.430,23,9
753,257.0,<orbit>,2013-10-23 18:11:34.513,794.0,10,600,1,0,794,276.0,753,2013-10-27 02:33:17.130,4,0
758,257.0,<space-time>,2013-10-24 01:49:26.860,759.0,0,163,3,0,759,276.0,758,2013-10-24 02:18:25.083,8,5
762,301.0,<solar-system><planet>,2013-10-24 08:50:42.803,767.0,10,1566,1,5,767,43.0,762,2013-10-24 13:28:06.123,5,2
764,83.0,<astrophysics><main-sequence><protostar>,2013-10-24 10:16:54.200,799.0,11,779,1,1,799,276.0,764,2013-10-27 12:45:59.967,7,0
772,306.0,<light><solar-flare><coronal-mass-ejection>,2013-10-24 22:17:07.163,783.0,7,51,1,0,783,281.0,772,2013-10-25 17:50:14.507,3,0
782,115.0,<cosmology><dark-matter><galactic-dynamics><gravitational-lensing>,2013-10-25 15:45:17.243,796.0,46,1449,2,11,796,316.0,782,2013-10-27 03:50:43.473,22,24
801,257.0,<the-moon><planet><comets>,2013-10-27 17:09:48.963,805.0,-2,1764,1,6,805,276.0,801,2013-10-28 02:00:55.307,5,16
806,209.0,<observational-astronomy><asteroids>,2013-10-28 10:24:36.300,823.0,5,150,1,2,823,340.0,806,2013-10-30 13:53:11.100,3,1
809,328.0,<black-hole><supermassive-black-hole>,2013-10-29 03:01:08.883,813.0,11,1335,2,1,813,28.0,809,2013-10-29 08:23:29.660,14,2
815,331.0,<black-hole><gravitational-lensing>,2013-10-29 09:04:37.960,816.0,6,375,1,6,816,45.0,815,2013-10-29 12:12:07.113,4,3
820,302.0,<cosmology><universe><radiation>,2013-10-30 10:03:43.313,829.0,8,471,3,0,829,276.0,820,2013-10-31 03:41:00.173,5,11
822,302.0,<the-sun><galaxy><milky-way>,2013-10-30 13:20:40.497,826.0,24,10677,2,0,826,281.0,822,2013-10-30 20:21:11.410,8,1
838,349.0,<planet><orbit><planetary-ring>,2013-11-01 16:00:22.640,839.0,14,227,1,0,839,13.0,838,2013-11-01 17:24:48.237,6,0
841,359.0,<big-bang-theory><cmb><cosmological-inflation><space-time><cosmological-horizon>,2013-11-02 08:20:19.973,857.0,6,643,4,0,857,83.0,841,2013-11-04 13:22:53.797,3,0
842,360.0,<amateur-observing><milky-way>,2013-11-02 15:34:58.050,844.0,14,2428,2,1,844,45.0,842,2013-11-02 17:09:15.017,8,2
847,343.0,<orbit>,2013-11-02 22:54:20.940,1231.0,8,4062,1,2,1231,494.0,847,2013-12-22 14:43:04.537,3,0
848,43.0,<solar-eclipse>,2013-11-02 23:01:05.447,849.0,7,1885,1,0,849,25.0,848,2013-11-03 01:55:01.937,7,1
850,150.0,<milky-way><photography>,2013-11-03 03:28:50.637,851.0,16,689,1,0,851,276.0,850,2013-11-03 03:47:59.643,22,0
853,367.0,<earth><rotation><climate>,2013-11-04 05:09:38.503,854.0,10,14110,1,0,854,,853,2013-11-04 08:54:07.070,8,2
856,83.0,<natural-satellites>,2013-11-04 12:53:42.537,861.0,31,2528,4,6,861,361.0,856,2013-11-04 18:52:38.130,24,4
858,83.0,<cosmology><galaxy-cluster>,2013-11-04 13:44:36.243,900.0,14,628,3,0,900,176.0,858,2013-11-10 05:07:14.433,7,1
868,36.0,<the-sun><exoplanet><universe>,2013-11-05 16:58:22.873,896.0,18,11510,1,0,896,276.0,868,2013-11-08 09:57:09.180,14,6
