QId_x,QUserId,QTags,QTime,QAcceptedAnswerId,QScore,QViewCount,QAnswerCount,QCommentCount,AId,AUserId,QId_y,ATime,AScore,ACommentCount
176,32.0,<untagged>,2011-08-11 10:52:27.010,208.0,3,51,2.0,,208,73.0,176,2011-08-11 20:02:30.683,4,2.0
182,81.0,<short-stories>,2011-08-11 14:16:57.900,199.0,6,148,1.0,0.0,199,32.0,182,2011-08-11 18:39:34.710,6,1.0
192,30.0,<author-information>,2011-08-11 16:43:37.143,195.0,6,273,2.0,1.0,195,32.0,192,2011-08-11 17:44:27.357,8,
193,64.0,<ebooks><technology>,2011-08-11 17:13:16.020,194.0,20,558,4.0,2.0,194,32.0,193,2011-08-11 17:35:34.830,17,5.0
196,40.0,<reading-order><jd-salinger>,2011-08-11 18:12:32.970,205.0,8,139,2.0,,205,72.0,196,2011-08-11 19:18:23.747,7,1.0
198,10.0,<victor-hugo><les-miserables><reading-level>,2011-08-11 18:32:36.783,210.0,10,140,4.0,1.0,210,24.0,198,2011-08-11 20:36:31.073,11,2.0
200,38.0,<book-recommendations>,2011-08-11 18:56:27.003,201.0,4,87,3.0,8.0,201,10.0,200,2011-08-11 19:09:26.673,4,1.0
214,64.0,<fantasy>,2011-08-11 21:51:17.403,215.0,6,99,1.0,1.0,215,32.0,214,2011-08-11 21:59:15.110,4,
220,32.0,<poetry>,2011-08-12 04:49:22.843,221.0,10,123,1.0,,221,94.0,220,2011-08-12 07:49:58.407,6,
222,97.0,<book-recommendations><society><social-structure>,2011-08-12 08:30:30.043,224.0,17,379,17.0,3.0,224,32.0,222,2011-08-12 09:56:45.997,20,1.0
235,101.0,<bible><vintage><identification>,2011-08-12 18:43:05.607,240.0,6,239,3.0,1.0,240,27.0,235,2011-08-12 19:24:53.410,9,1.0
247,127.0,<untagged>,2011-08-13 03:45:54.357,278.0,14,442,1.0,,278,72.0,247,2011-08-13 21:55:55.930,13,1.0
255,86.0,<book-recommendations><mystery><edgar-allan-poe>,2011-08-13 09:27:07.687,258.0,3,69,1.0,2.0,258,94.0,255,2011-08-13 11:31:16.573,6,1.0
261,124.0,<book-recommendations><ebooks><author-recommendations>,2011-08-13 14:21:50.340,276.0,5,96,3.0,1.0,276,72.0,261,2011-08-13 21:10:41.787,4,
272,60.0,<story-identification>,2011-08-13 19:03:13.197,274.0,2,69,1.0,,274,124.0,272,2011-08-13 19:39:18.827,6,1.0
283,32.0,<analysis>,2011-08-14 08:41:45.617,663.0,8,141,3.0,,663,296.0,283,2011-09-01 22:01:36.523,6,1.0
285,32.0,<douglas-hofstadter><godel-escher-bach>,2011-08-14 09:06:22.647,289.0,10,86,1.0,,289,75.0,285,2011-08-14 13:36:14.973,9,2.0
287,65.0,<john-le-carre>,2011-08-14 10:22:07.420,292.0,4,3206,1.0,,292,143.0,287,2011-08-14 14:12:06.293,6,1.0
288,65.0,<book-recommendations><john-le-carre>,2011-08-14 10:28:47.113,297.0,3,111,3.0,2.0,297,99.0,288,2011-08-14 15:39:47.907,4,1.0
301,144.0,<childrens-book><mystery><author-information>,2011-08-14 17:09:12.717,303.0,16,132,1.0,2.0,303,124.0,301,2011-08-14 18:45:46.183,11,3.0
307,124.0,<author-information><influences><characters>,2011-08-14 20:23:39.163,890.0,18,134,1.0,3.0,890,528.0,307,2011-10-04 03:30:19.967,7,
319,149.0,<book-recommendations><fantasy>,2011-08-15 21:47:11.647,320.0,5,276,2.0,3.0,320,124.0,319,2011-08-15 21:53:14.473,3,4.0
362,124.0,<author-information>,2011-08-16 23:55:20.203,403.0,5,122,2.0,,403,186.0,362,2011-08-19 04:38:50.240,7,1.0
365,186.0,<novels><analysis><meaning>,2011-08-17 05:03:06.210,382.0,12,135,1.0,,382,64.0,365,2011-08-17 15:41:57.420,10,3.0
366,155.0,<novels><collectors-edition><kurt-vonnegut>,2011-08-17 05:53:58.983,367.0,6,81,1.0,,367,154.0,366,2011-08-17 07:06:14.153,10,
374,46.0,<book-recommendations>,2011-08-17 08:57:58.263,376.0,9,126,3.0,1.0,376,81.0,374,2011-08-17 11:27:23.923,9,
395,155.0,<novels>,2011-08-18 10:09:34.710,397.0,6,118,2.0,,397,92.0,395,2011-08-18 13:17:59.380,7,
404,60.0,<biography>,2011-08-19 05:43:21.767,427.0,3,37,1.0,,427,232.0,404,2011-08-20 14:17:59.097,4,
408,227.0,<novels><translations><gabriel-garcia-marquez><spanish-literature>,2011-08-19 11:19:41.247,772.0,5,94,1.0,,772,32.0,408,2011-09-14 01:18:19.280,2,
410,227.0,<author-information><translations>,2011-08-19 13:15:39.460,412.0,6,50,2.0,,412,82.0,410,2011-08-19 15:25:53.290,6,1.0
419,227.0,<book-recommendations><translations>,2011-08-19 20:09:38.683,520.0,5,156,4.0,15.0,520,303.0,419,2011-08-24 19:55:11.387,9,1.0
425,190.0,<adaptations>,2011-08-20 10:13:14.920,426.0,3,65,1.0,1.0,426,192.0,425,2011-08-20 10:47:15.123,7,1.0
436,32.0,<childrens-book>,2011-08-21 05:04:59.320,445.0,5,95,1.0,5.0,445,27.0,436,2011-08-22 10:38:21.917,5,1.0
443,230.0,<reading-order><gk-chesterton><short-stories>,2011-08-22 07:32:14.430,451.0,3,51,2.0,,451,7.0,443,2011-08-22 13:17:18.780,3,
444,81.0,<mystery><fiction>,2011-08-22 10:37:47.347,773.0,5,144,1.0,,773,32.0,444,2011-09-14 01:22:57.087,2,2.0
450,81.0,<influences><short-stories>,2011-08-22 12:29:34.340,452.0,5,149,1.0,,452,216.0,450,2011-08-22 13:54:01.623,5,
477,94.0,<book-recommendations>,2011-08-23 08:41:47.820,503.0,3,49,1.0,,503,124.0,477,2011-08-24 13:24:16.447,4,
487,101.0,<reading-order><charles-dickens>,2011-08-23 19:26:39.307,488.0,3,198,3.0,,488,10.0,487,2011-08-23 19:46:31.100,5,
492,101.0,<history><publishing-procedure>,2011-08-23 22:56:44.240,494.0,19,263,2.0,5.0,494,32.0,492,2011-08-24 00:39:28.597,15,
493,124.0,<character-reuse><shared-universe>,2011-08-24 00:10:41.367,555.0,3,86,2.0,2.0,555,32.0,493,2011-08-25 23:05:48.087,3,
536,168.0,<characters><analysis><symbol>,2011-08-25 12:18:17.373,541.0,8,397,2.0,5.0,541,249.0,536,2011-08-25 13:56:59.320,8,1.0
543,303.0,<adventure><translations>,2011-08-25 14:28:57.167,1306.0,5,77,1.0,2.0,1306,241.0,543,2012-01-21 15:51:38.603,4,
545,217.0,<book-recommendations><novels>,2011-08-25 16:38:03.937,559.0,6,176,4.0,4.0,559,32.0,545,2011-08-26 03:46:56.660,7,1.0
547,30.0,<book-recommendations><author-recommendations>,2011-08-25 19:27:15.777,554.0,2,289,3.0,,554,116.0,547,2011-08-25 22:37:01.487,4,
560,336.0,<book-recommendations><fairy-tales>,2011-08-26 09:16:24.593,562.0,5,151,4.0,,562,94.0,560,2011-08-26 09:54:36.190,3,
568,65.0,<book-recommendations><biography>,2011-08-26 16:23:17.600,569.0,2,41,1.0,,569,190.0,568,2011-08-26 16:41:40.800,2,2.0
571,212.0,<detective-fiction>,2011-08-26 19:45:04.167,775.0,2,104,1.0,1.0,775,241.0,571,2011-09-14 01:39:04.163,3,
576,112.0,<reading-order><gk-chesterton><reading-level>,2011-08-26 22:22:24.033,689.0,12,114,2.0,,689,7.0,576,2011-09-06 22:33:57.707,4,1.0
579,342.0,<book-recommendations><author-recommendations><german-literature>,2011-08-27 03:04:26.693,635.0,4,86,2.0,2.0,635,24.0,579,2011-08-29 23:04:59.080,5,4.0
581,227.0,<book-recommendations><thomas-pynchon>,2011-08-27 06:38:41.083,582.0,7,152,4.0,1.0,582,345.0,581,2011-08-27 11:35:02.520,8,4.0
610,101.0,<gk-chesterton>,2011-08-28 03:00:26.777,621.0,2,100,2.0,,621,345.0,610,2011-08-28 17:32:47.740,6,1.0
611,159.0,<book-recommendations><symbol>,2011-08-28 09:02:14.937,622.0,3,96,2.0,2.0,622,32.0,611,2011-08-28 18:18:36.493,4,1.0
634,355.0,<influences>,2011-08-29 21:26:18.110,817.0,4,95,1.0,,817,124.0,634,2011-09-18 06:07:40.883,2,
657,30.0,<story-identification>,2011-09-01 05:00:12.673,664.0,5,70,1.0,,664,296.0,657,2011-09-01 22:13:58.717,6,0.0
662,101.0,<book-recommendations><science-fiction>,2011-09-01 18:28:29.277,1160.0,6,148,3.0,7.0,1160,692.0,662,2011-12-15 04:28:12.127,4,1.0
680,30.0,<story-identification>,2011-09-06 15:03:01.710,688.0,3,71,1.0,,688,7.0,680,2011-09-06 22:24:30.093,4,1.0
682,409.0,<translations>,2011-09-06 19:54:23.020,827.0,6,76,1.0,2.0,827,124.0,682,2011-09-20 04:26:15.920,2,3.0
696,81.0,<william-shakespeare>,2011-09-07 06:25:05.033,697.0,11,121,2.0,,697,32.0,696,2011-09-07 07:09:54.243,7,5.0
699,227.0,<translations><juan-rulfo>,2011-09-07 08:59:54.493,700.0,4,159,2.0,,700,81.0,699,2011-09-07 10:35:08.540,4,1.0
711,10.0,<publishers>,2011-09-09 05:31:28.823,721.0,4,38,1.0,0.0,721,32.0,711,2011-09-09 09:36:40.343,4,4.0
726,358.0,<reading-level>,2011-09-10 21:49:25.860,740.0,7,90,2.0,2.0,740,38.0,726,2011-09-12 02:00:35.343,6,3.0
732,72.0,<victorian>,2011-09-11 03:59:27.067,781.0,8,58,1.0,2.0,781,411.0,732,2011-09-14 18:51:24.443,5,2.0
743,433.0,<book-recommendations>,2011-09-11 20:04:58.967,744.0,14,198,4.0,3.0,744,409.0,743,2011-09-12 13:50:31.393,13,5.0
749,30.0,<william-shakespeare>,2011-09-12 18:01:15.973,750.0,8,138,1.0,,750,32.0,749,2011-09-12 18:52:35.480,8,
765,38.0,<price>,2011-09-13 16:29:30.330,776.0,4,73,1.0,6.0,776,133.0,765,2011-09-14 02:17:22.273,4,1.0
768,450.0,<book-recommendations><childrens-book>,2011-09-13 22:07:43.023,771.0,6,235,7.0,0.0,771,32.0,768,2011-09-14 01:07:02.043,4,
778,44.0,<meaning><charlotte-perkins-gilman><significance>,2011-09-14 13:41:56.373,793.0,5,67,1.0,4.0,793,468.0,778,2011-09-16 03:01:54.353,4,1.0
780,450.0,<childrens-book>,2011-09-14 18:26:27.107,790.0,4,58,1.0,2.0,790,133.0,780,2011-09-16 00:24:44.437,3,2.0
786,81.0,<novels><meaning>,2011-09-15 06:49:25.490,852.0,8,386,3.0,1.0,852,81.0,786,2011-09-23 06:28:43.190,2,
792,467.0,<book-recommendations><detective-fiction><terminology>,2011-09-16 02:00:50.640,798.0,6,160,2.0,3.0,798,32.0,792,2011-09-16 07:24:55.843,9,5.0
803,64.0,<vintage><book-identification><publishing-date>,2011-09-16 21:49:00.987,808.0,19,137,5.0,2.0,808,249.0,803,2011-09-17 12:26:29.320,7,
811,409.0,<publishing>,2011-09-18 00:11:20.107,814.0,10,86,1.0,3.0,814,475.0,811,2011-09-18 03:08:26.490,8,
837,186.0,<characters><19th-century><russian-literature>,2011-09-21 06:05:47.487,838.0,9,155,1.0,2.0,838,40.0,837,2011-09-21 13:36:49.717,7,8.0
844,450.0,<story-identification><childrens-book>,2011-09-22 14:28:21.650,887.0,3,283,1.0,4.0,887,528.0,844,2011-10-03 13:23:04.093,1,2.0
855,30.0,<story-identification>,2011-09-23 18:32:40.677,856.0,7,107,1.0,,856,124.0,855,2011-09-23 19:12:13.297,14,
862,514.0,<spanish-literature><cervantes>,2011-09-25 22:58:08.307,863.0,11,120,1.0,,863,32.0,862,2011-09-26 05:32:17.957,13,
868,30.0,<fantasy><jrr-tolkien><lord-of-the-rings>,2011-09-27 13:57:44.737,870.0,12,246,3.0,2.0,870,149.0,868,2011-09-27 18:58:03.407,21,4.0
871,30.0,<story-identification><hatchet><gary-paulsen>,2011-09-28 06:42:17.040,873.0,3,128,1.0,,873,190.0,871,2011-09-28 07:55:08.007,8,1.0
872,30.0,<story-identification>,2011-09-28 06:49:23.443,874.0,3,88,2.0,,874,81.0,872,2011-09-28 08:05:43.643,5,
880,56.0,<book-recommendations><poetry>,2011-09-30 04:32:59.973,881.0,2,83,1.0,3.0,881,190.0,880,2011-09-30 08:00:53.783,4,
891,111.0,<life-of-pi><yann-martel>,2011-10-04 18:30:28.600,892.0,11,110,2.0,5.0,892,531.0,891,2011-10-05 00:15:23.577,3,2.0
901,132.0,<story-identification><childrens-book>,2011-10-07 13:37:18.670,902.0,4,48,1.0,,902,217.0,901,2011-10-07 16:31:02.897,3,1.0
903,217.0,<story-identification><childrens-book>,2011-10-07 16:51:34.157,931.0,7,364,2.0,3.0,931,552.0,903,2011-10-13 13:45:40.870,7,2.0
908,56.0,<influences>,2011-10-08 20:43:46.240,922.0,5,247,2.0,,922,528.0,908,2011-10-10 03:36:31.143,5,
923,391.0,<publishing>,2011-10-10 06:12:08.547,929.0,3,59,1.0,6.0,929,248.0,923,2011-10-12 13:14:37.990,7,1.0
928,248.0,<publishing>,2011-10-12 12:23:18.867,988.0,2,53,1.0,,988,248.0,928,2011-10-26 08:15:57.803,2,
933,556.0,<meaning><william-shakespeare>,2011-10-16 05:14:16.490,935.0,9,150,1.0,,935,411.0,933,2011-10-16 10:26:28.577,6,1.0
963,570.0,<novels><analysis><william-golding>,2011-10-20 22:19:19.567,979.0,13,108,1.0,,979,27.0,963,2011-10-24 14:12:00.430,7,
964,536.0,<novels><analysis><american-literature><william-faulkner>,2011-10-21 12:44:16.970,973.0,8,133,2.0,3.0,973,573.0,964,2011-10-23 06:34:03.703,6,1.0
998,44.0,<analysis><pleasure-pilgrim>,2011-10-28 15:18:03.503,1076.0,5,70,1.0,,1076,32.0,998,2011-11-17 18:25:02.557,4,
1027,44.0,<charlotte-perkins-gilman><the-yellow-wallpaper>,2011-11-03 18:56:49.953,1029.0,4,102,1.0,,1029,528.0,1027,2011-11-03 20:37:27.423,6,1.0
1030,536.0,<godel-escher-bach><douglas-hofstadter>,2011-11-04 12:37:46.767,1031.0,12,114,1.0,2.0,1031,528.0,1030,2011-11-04 15:13:24.147,12,1.0
1036,36.0,<book-recommendations><poetry><classics><lucretius>,2011-11-06 17:13:53.497,1038.0,7,63,1.0,,1038,13.0,1036,2011-11-06 22:44:50.793,9,1.0
1053,44.0,<king-arthur>,2011-11-10 16:28:45.633,1054.0,11,134,1.0,1.0,1054,528.0,1053,2011-11-10 19:51:01.087,13,
1056,77.0,<classics><british-literature><jane-eyre><charlotte-bronte>,2011-11-11 14:56:38.770,1164.0,7,117,1.0,,1164,528.0,1056,2011-12-16 04:45:34.953,4,1.0
1060,204.0,<book-recommendations><creation-myths>,2011-11-12 06:31:24.300,1115.0,5,69,1.0,,1115,72.0,1060,2011-11-26 20:03:14.553,2,1.0
1061,111.0,<fairy-tales>,2011-11-14 23:27:06.010,1113.0,7,215,3.0,2.0,1113,72.0,1061,2011-11-26 19:51:03.533,4,
1062,12.0,<book-recommendations><fantasy><thiefs>,2011-11-15 04:44:52.920,1066.0,8,407,8.0,3.0,1066,598.0,1062,2011-11-16 11:55:39.587,7,
1072,620.0,<publishing><adaptations>,2011-11-17 03:36:20.620,1075.0,3,57,1.0,2.0,1075,190.0,1072,2011-11-17 17:03:32.553,8,
1074,592.0,<charles-dickens><british-literature><setting>,2011-11-17 15:08:03.933,1119.0,9,113,1.0,1.0,1119,411.0,1074,2011-11-28 17:23:09.540,6,
1090,355.0,<influences>,2011-11-19 21:27:44.153,1095.0,7,73,1.0,,1095,190.0,1090,2011-11-21 19:34:48.107,2,
1101,256.0,<story-identification><childrens-book>,2011-11-22 04:03:57.583,1139.0,3,116,1.0,5.0,1139,256.0,1101,2011-12-05 22:10:43.273,3,4.0
1104,80.0,<novels><history><technology><aviation><saint-exupery>,2011-11-23 04:28:47.887,1106.0,5,67,1.0,2.0,1106,154.0,1104,2011-11-24 00:45:38.817,5,
1110,637.0,<characters><william-shakespeare>,2011-11-25 20:13:44.207,1112.0,11,184,2.0,,1112,190.0,1110,2011-11-26 16:38:13.643,11,1.0
1111,355.0,<thomas-pynchon>,2011-11-26 13:50:18.620,1163.0,7,108,2.0,5.0,1163,692.0,1111,2011-12-16 03:51:04.823,3,2.0
1127,355.0,<author-information>,2011-12-01 12:23:07.720,1128.0,3,61,1.0,,1128,190.0,1127,2011-12-01 13:39:04.297,5,
1141,666.0,<book-recommendations><education>,2011-12-06 11:15:22.197,1143.0,1,70,1.0,9.0,1143,528.0,1141,2011-12-07 17:58:49.870,2,2.0
1144,669.0,<classics><homer><greek-literature>,2011-12-07 18:04:19.007,1157.0,5,81,1.0,4.0,1157,72.0,1144,2011-12-13 07:29:48.400,6,2.0
1158,693.0,<book-identification>,2011-12-14 14:31:42.923,1165.0,3,60,1.0,3.0,1165,411.0,1158,2011-12-16 10:29:22.633,4,
1167,698.0,<novels><fiction><charles-dickens>,2011-12-17 01:17:47.160,1168.0,6,282,2.0,3.0,1168,190.0,1167,2011-12-17 12:03:20.117,5,1.0
1169,528.0,<the-handmaids-tale><margaret-atwood>,2011-12-17 15:43:48.640,1171.0,2,102,1.0,,1171,190.0,1169,2011-12-17 19:51:26.610,5,
1170,528.0,<the-handmaids-tale><margaret-atwood>,2011-12-17 15:57:46.730,1172.0,4,80,1.0,,1172,190.0,1170,2011-12-17 20:04:27.680,5,
1185,724.0,<british-literature>,2011-12-24 16:54:23.897,1186.0,3,57,1.0,,1186,606.0,1185,2011-12-24 22:45:10.200,4,
1193,30.0,<stieg-larsson>,2011-12-28 16:34:01.293,1204.0,5,42,1.0,,1204,32.0,1193,2011-12-30 20:48:58.217,3,
1194,30.0,<stieg-larsson>,2011-12-28 17:53:46.543,1195.0,3,74,1.0,1.0,1195,190.0,1194,2011-12-28 22:34:44.647,2,
1196,44.0,<stieg-larsson>,2011-12-29 01:03:37.397,1200.0,5,136,2.0,,1200,283.0,1196,2011-12-30 16:04:20.680,11,1.0
1198,30.0,<stieg-larsson>,2011-12-30 15:09:14.740,1233.0,3,83,3.0,2.0,1233,32.0,1198,2012-01-05 23:24:47.827,2,
1201,355.0,<british-literature><william-shakespeare><middle-east><literary-criticism>,2011-12-30 16:34:27.930,1217.0,5,93,1.0,,1217,32.0,1201,2012-01-02 05:39:43.537,5,2.0
1202,355.0,<umberto-eco><finnegans-wake>,2011-12-30 17:02:28.920,1205.0,4,59,1.0,,1205,32.0,1202,2011-12-30 21:03:08.740,2,
1203,32.0,<stieg-larsson>,2011-12-30 20:37:30.207,1239.0,3,329,1.0,,1239,30.0,1203,2012-01-06 16:55:05.393,3,3.0
1208,741.0,<british-literature><catch-22><joseph-heller>,2011-12-31 19:59:28.243,1211.0,3,61,1.0,2.0,1211,190.0,1208,2011-12-31 21:29:38.000,8,2.0
1214,355.0,<thomas-pynchon><gravitys-rainbow>,2012-01-01 16:02:55.517,1216.0,2,45,1.0,,1216,32.0,1214,2012-01-02 05:20:03.627,2,1.0
1218,117.0,<original-language>,2012-01-02 16:49:26.647,1224.0,3,30,1.0,1.0,1224,10.0,1218,2012-01-03 21:45:38.867,3,1.0
1219,30.0,<stieg-larsson><girl-with-dragon-tattoo>,2012-01-02 17:10:18.793,1220.0,5,467,2.0,,1220,77.0,1219,2012-01-02 17:53:44.790,5,1.0
1221,745.0,<story-identification>,2012-01-02 20:18:55.020,1223.0,4,55,1.0,3.0,1223,32.0,1221,2012-01-03 10:29:26.260,3,
1236,355.0,<john-le-carre><communism><topic-of-the-week>,2012-01-06 12:22:50.073,1241.0,4,51,1.0,,1241,32.0,1236,2012-01-06 18:46:49.747,3,
1238,355.0,<bible><john-le-carre><topic-of-the-week>,2012-01-06 16:09:28.830,1240.0,4,48,1.0,1.0,1240,32.0,1238,2012-01-06 18:36:07.637,6,2.0
1245,759.0,<classics>,2012-01-07 22:42:35.980,1246.0,3,57,1.0,1.0,1246,32.0,1245,2012-01-08 00:09:10.843,5,
1266,689.0,<analysis><history><fiction><jd-salinger>,2012-01-13 09:17:35.083,1267.0,7,297,1.0,,1267,190.0,1266,2012-01-13 13:55:07.613,11,2.0
1270,689.0,<analysis><jane-eyre>,2012-01-14 11:27:27.223,1271.0,4,96,1.0,,1271,154.0,1270,2012-01-14 14:49:52.430,6,3.0
1273,777.0,<story-identification><book-identification><mystery>,2012-01-15 14:29:29.640,1282.0,5,66,1.0,,1282,285.0,1273,2012-01-16 11:07:36.333,2,1.0
1279,782.0,<book-recommendations>,2011-09-07 04:51:35.293,1285.0,6,406,5.0,2.0,1285,32.0,1279,2012-01-16 20:11:36.177,3,2.0
1301,730.0,<story-identification>,2012-01-19 09:21:16.390,1302.0,8,77,1.0,,1302,190.0,1301,2012-01-19 09:35:32.170,9,4.0
1307,793.0,<book-recommendations><fiction><jaroslav-hasek><the-good-soldier-svejk>,2012-01-21 20:57:31.460,1343.0,3,53,1.0,1.0,1343,411.0,1307,2012-01-29 10:59:44.073,2,
1310,117.0,<robert-w-chambers>,2012-01-21 19:42:52.027,1314.0,4,33,1.0,0.0,1314,32.0,1310,2012-01-22 21:07:36.913,4,1.0
1324,763.0,<book-recommendations><novels><fiction><author-recommendations>,2012-01-25 19:30:48.517,1329.0,1,97,5.0,3.0,1329,781.0,1324,2012-01-26 14:08:01.433,2,1.0
1338,80.0,<book-recommendations><science-fiction><horror>,2012-01-26 09:39:12.557,1339.0,6,178,8.0,1.0,1339,821.0,1338,2012-01-26 10:59:00.113,8,1.0
1352,99.0,<translations>,2012-01-30 16:54:41.450,1358.0,1,27,1.0,,1358,689.0,1352,2012-02-02 04:57:11.567,2,
1353,99.0,<story-identification><author-information>,2012-01-30 17:11:51.813,1357.0,3,46,1.0,,1357,689.0,1353,2012-02-02 04:54:13.927,4,1.0
1365,828.0,<book-identification><identification>,2012-02-03 11:29:54.423,1366.0,4,123,2.0,4.0,1366,689.0,1365,2012-02-04 04:31:59.333,7,5.0
1367,317.0,<book-recommendations><author-recommendations>,2012-02-04 14:24:30.737,1368.0,2,156,3.0,,1368,689.0,1367,2012-02-04 17:38:12.797,2,1.0
1473,897.0,<plot-clarification>,2012-01-29 02:05:05.343,1474.0,3,28,1.0,,1474,,1473,2012-01-29 03:10:48.590,2,
