AId,AUserId,QId,ATime,AScore,ACommentCount
344,81,288,2011-08-16 12:43:47.427,4,1
345,136,82,2011-08-16 14:15:23.293,6,5
352,149,91,2011-08-16 19:34:55.903,1,1
354,149,261,2011-08-16 19:45:17.050,3,
355,154,198,2011-08-16 20:32:15.413,2,1
356,171,235,2011-08-16 21:03:58.373,1,
361,177,91,2011-08-16 23:04:23.680,1,2
364,12,91,2011-08-17 02:28:56.560,2,3
367,154,366,2011-08-17 07:06:14.153,10,
371,190,60,2011-08-17 08:08:52.043,3,
372,191,91,2011-08-17 08:31:33.160,5,4
375,192,60,2011-08-17 10:08:01.003,2,
376,81,374,2011-08-17 11:27:23.923,9,
382,64,365,2011-08-17 15:41:57.420,10,3
383,104,374,2011-08-17 19:55:48.633,3,1
390,133,374,2011-08-18 01:56:30.387,2,
391,208,362,2011-08-18 06:19:21.870,3,1
396,211,395,2011-08-18 11:00:25.360,1,2
397,92,395,2011-08-18 13:17:59.380,7,
401,223,288,2011-08-18 21:07:49.723,2,1
403,186,362,2011-08-19 04:38:50.240,7,1
406,91,405,2011-08-19 10:38:35.977,15,4
409,7,405,2011-08-19 13:05:01.857,8,1
412,82,410,2011-08-19 15:25:53.290,6,1
420,230,82,2011-08-19 20:42:18.830,6,2
422,9,418,2011-08-20 02:17:28.577,2,1
424,227,421,2011-08-20 08:42:36.150,3,2
426,192,425,2011-08-20 10:47:15.123,7,1
427,232,404,2011-08-20 14:17:59.097,4,
428,234,32,2011-08-20 16:21:17.173,1,
429,72,405,2011-08-20 16:39:40.970,5,2
430,72,407,2011-08-20 16:48:54.933,2,1
432,72,381,2011-08-20 17:05:20.460,1,
433,99,407,2011-08-20 17:15:27.470,2,
434,124,381,2011-08-20 17:38:52.130,4,
442,32,441,2011-08-21 22:05:12.890,6,2
445,27,436,2011-08-22 10:38:21.917,5,1
446,94,443,2011-08-22 11:01:00.343,3,
448,249,196,2011-08-22 12:16:38.660,3,
449,249,437,2011-08-22 12:20:05.567,1,2
451,7,443,2011-08-22 13:17:18.780,3,
452,216,450,2011-08-22 13:54:01.623,5,
456,252,439,2011-08-22 16:31:33.810,4,2
457,252,17,2011-08-22 16:53:08.640,4,
488,10,487,2011-08-23 19:46:31.100,5,
490,99,487,2011-08-23 20:53:06.350,5,
494,32,492,2011-08-24 00:39:28.597,15,
497,94,487,2011-08-24 10:33:36.963,2,
503,124,477,2011-08-24 13:24:16.447,4,
504,27,493,2011-08-24 13:35:57.630,1,3
508,285,91,2011-08-24 14:37:16.597,1,
510,94,509,2011-08-24 15:19:14.157,5,1
520,303,419,2011-08-24 19:55:11.387,9,1
524,311,419,2011-08-24 23:07:05.947,9,2
534,190,526,2011-08-25 08:53:32.280,2,1
539,252,536,2011-08-25 13:56:12.393,6,
541,249,536,2011-08-25 13:56:59.320,8,1
548,30,492,2011-08-25 20:00:08.860,8,
549,303,545,2011-08-25 20:03:31.280,3,
550,31,545,2011-08-25 20:13:03.127,3,1
553,32,547,2011-08-25 22:12:32.043,3,2
554,116,547,2011-08-25 22:37:01.487,4,
555,32,493,2011-08-25 23:05:48.087,3,
557,154,530,2011-08-26 00:47:50.107,4,7
558,124,530,2011-08-26 02:51:51.983,12,7
559,32,545,2011-08-26 03:46:56.660,7,1
561,190,560,2011-08-26 09:48:55.163,9,2
562,94,560,2011-08-26 09:54:36.190,3,
563,250,560,2011-08-26 11:45:07.730,3,
569,190,568,2011-08-26 16:41:40.800,2,2
582,345,581,2011-08-27 11:35:02.520,8,4
583,252,581,2011-08-27 16:18:20.853,2,4
607,347,91,2011-08-27 19:48:59.233,2,
609,65,91,2011-08-28 01:21:43.627,2,
612,349,407,2011-08-28 11:01:00.037,6,3
621,345,610,2011-08-28 17:32:47.740,6,1
622,32,611,2011-08-28 18:18:36.493,4,1
631,252,526,2011-08-29 20:42:53.703,2,
632,252,611,2011-08-29 20:45:01.733,2,1
633,355,419,2011-08-29 20:53:15.683,6,2
635,24,579,2011-08-29 23:04:59.080,5,4
637,86,254,2011-08-30 07:04:55.960,1,1
640,360,82,2011-08-30 18:52:18.677,4,2
643,368,283,2011-08-30 23:04:32.237,2,1
644,368,222,2011-08-30 23:22:35.090,4,1
646,372,222,2011-08-31 00:10:01.860,7,3
647,374,222,2011-08-31 01:38:53.000,5,
648,227,222,2011-08-31 06:24:35.687,2,2
650,12,222,2011-08-31 13:15:54.300,1,
651,309,283,2011-08-31 14:07:23.250,2,
653,227,82,2011-08-31 22:50:14.197,12,2
655,32,641,2011-09-01 01:00:26.313,8,6
661,216,222,2011-09-01 14:47:14.757,5,1
663,296,283,2011-09-01 22:01:36.523,6,1
664,296,657,2011-09-01 22:13:58.717,6,0
665,169,50,2011-09-02 01:34:01.470,4,
668,389,222,2011-09-02 19:50:13.450,1,
672,281,82,2011-09-03 19:15:05.553,4,1
678,404,82,2011-09-05 03:41:53.727,3,1
688,7,680,2011-09-06 22:24:30.093,4,1
689,7,576,2011-09-06 22:33:57.707,4,1
692,32,690,2011-09-07 00:57:54.013,2,1
697,32,696,2011-09-07 07:09:54.243,7,5
698,227,690,2011-09-07 08:51:55.403,5,
700,81,699,2011-09-07 10:35:08.540,4,1
702,413,699,2011-09-07 11:52:30.740,4,1
706,394,705,2011-09-07 15:44:26.537,-2,6
707,149,222,2011-09-07 22:59:37.187,1,
710,40,705,2011-09-08 18:54:35.070,7,1
720,368,579,2011-09-09 06:48:43.180,3,
721,32,711,2011-09-09 09:36:40.343,4,4
731,72,696,2011-09-11 03:56:05.667,3,
733,372,319,2011-09-11 08:25:20.437,2,1
736,40,726,2011-09-11 18:27:27.303,3,
738,40,662,2011-09-11 18:36:54.667,1,
740,38,726,2011-09-12 02:00:35.343,6,3
744,409,743,2011-09-12 13:50:31.393,13,5
750,32,749,2011-09-12 18:52:35.480,8,
757,205,254,2011-09-13 05:11:05.887,1,1
764,13,756,2011-09-13 15:04:18.783,5,2
770,32,734,2011-09-14 00:48:47.020,2,1
771,32,768,2011-09-14 01:07:02.043,4,
772,32,408,2011-09-14 01:18:19.280,2,
773,32,444,2011-09-14 01:22:57.087,2,2
774,38,768,2011-09-14 01:33:34.763,4,2
775,241,571,2011-09-14 01:39:04.163,3,
776,133,765,2011-09-14 02:17:22.273,4,1
781,411,732,2011-09-14 18:51:24.443,5,2
784,394,743,2011-09-14 20:54:55.193,1,
785,461,743,2011-09-15 01:57:16.130,2,1
787,179,743,2011-09-15 18:21:00.250,5,
788,179,705,2011-09-15 18:32:27.450,4,1
790,133,780,2011-09-16 00:24:44.437,3,2
793,468,778,2011-09-16 03:01:54.353,4,1
794,30,792,2011-09-16 04:08:47.000,9,
795,38,200,2011-09-16 04:17:44.183,2,
796,124,17,2011-09-16 04:53:59.623,4,3
797,124,576,2011-09-16 05:10:09.220,5,
798,32,792,2011-09-16 07:24:55.843,9,5
807,270,786,2011-09-17 09:42:09.910,2,
808,249,803,2011-09-17 12:26:29.320,7,
810,248,809,2011-09-17 22:40:15.077,7,6
812,12,809,2011-09-18 00:50:20.077,10,
813,475,77,2011-09-18 02:47:10.190,2,
814,475,811,2011-09-18 03:08:26.490,8,
815,475,349,2011-09-18 03:46:56.363,3,3
816,475,803,2011-09-18 05:07:43.623,0,2
817,124,634,2011-09-18 06:07:40.883,2,
818,425,786,2011-09-18 06:15:27.757,5,2
819,479,809,2011-09-18 08:41:26.413,1,4
820,482,809,2011-09-18 09:14:34.453,4,
827,124,682,2011-09-20 04:26:15.920,2,3
829,475,222,2011-09-20 05:33:33.380,1,
833,124,832,2011-09-20 13:46:26.440,3,
834,475,832,2011-09-20 14:05:39.560,2,
838,40,837,2011-09-21 13:36:49.717,7,8
840,38,839,2011-09-22 03:39:04.047,0,6
841,503,222,2011-09-22 06:44:53.740,2,1
842,503,768,2011-09-22 07:16:34.727,4,
843,504,832,2011-09-22 07:49:30.810,3,1
847,508,809,2011-09-22 18:08:50.523,4,2
848,241,120,2011-09-22 21:39:04.480,9,1
852,81,786,2011-09-23 06:28:43.190,2,
853,411,803,2011-09-23 13:31:36.573,5,
854,411,839,2011-09-23 14:06:03.537,6,
856,124,855,2011-09-23 19:12:13.297,14,
857,511,803,2011-09-24 15:28:24.857,3,1
858,511,5,2011-09-24 15:53:30.047,1,
859,218,5,2011-09-25 14:48:39.153,3,
863,32,862,2011-09-26 05:32:17.957,13,
864,38,705,2011-09-26 15:32:23.033,2,
865,517,705,2011-09-27 13:16:51.740,3,2
866,252,120,2011-09-27 13:33:20.440,11,1
867,517,142,2011-09-27 13:38:40.263,4,
869,518,142,2011-09-27 14:42:22.430,3,2
870,149,868,2011-09-27 18:58:03.407,21,4
873,190,871,2011-09-28 07:55:08.007,8,1
874,81,872,2011-09-28 08:05:43.643,5,
877,10,872,2011-09-28 16:18:08.377,3,2
881,190,880,2011-09-30 08:00:53.783,4,
883,527,839,2011-09-30 15:58:42.717,2,
886,475,868,2011-10-02 05:46:50.533,5,1
887,528,844,2011-10-03 13:23:04.093,1,2
890,528,307,2011-10-04 03:30:19.967,7,
892,531,891,2011-10-05 00:15:23.577,3,2
893,528,32,2011-10-05 03:07:48.313,1,
894,281,32,2011-10-06 01:15:05.197,1,
895,533,32,2011-10-06 23:22:26.583,1,
902,217,901,2011-10-07 16:31:02.897,3,1
904,535,768,2011-10-07 17:53:17.240,1,
905,220,809,2011-10-08 02:56:55.710,2,
909,540,908,2011-10-08 21:42:56.880,3,2
911,531,910,2011-10-09 02:07:17.523,4,
912,425,910,2011-10-09 10:13:47.090,4,1
914,543,913,2011-10-05 01:16:28.343,3,
915,,913,2011-10-06 09:21:41.753,5,2
917,217,910,2011-10-09 22:07:29.573,3,
918,101,916,2011-10-09 22:20:20.270,7,3
919,544,899,2011-10-09 22:46:12.470,5,0
920,544,913,2011-10-09 22:55:02.553,2,
922,528,908,2011-10-10 03:36:31.143,5,
925,536,547,2011-10-10 13:22:10.133,3,1
926,528,924,2011-10-10 14:24:25.373,1,
927,549,903,2011-10-12 04:50:13.107,1,1
929,248,923,2011-10-12 13:14:37.990,7,1
931,552,903,2011-10-13 13:45:40.870,7,2
934,205,910,2011-10-16 06:27:09.190,2,
935,411,933,2011-10-16 10:26:28.577,6,1
936,99,884,2011-10-16 15:11:53.310,3,
938,558,200,2011-10-16 15:37:34.823,2,
940,256,910,2011-10-16 23:53:12.143,2,
941,99,937,2011-10-17 05:25:59.833,1,
944,190,937,2011-10-17 09:51:18.467,2,
950,121,891,2011-10-18 11:14:38.873,5,
952,121,900,2011-10-18 14:32:13.620,1,
954,205,222,2011-10-19 00:57:27.150,2,2
957,528,955,2011-10-19 21:52:10.790,9,
962,32,960,2011-10-20 21:33:06.470,4,
965,111,955,2011-10-21 21:31:54.700,2,
968,72,964,2011-10-22 02:39:36.513,4,
969,72,955,2011-10-22 03:05:09.583,-1,3
971,72,439,2011-10-22 03:39:16.690,3,
973,573,964,2011-10-23 06:34:03.703,6,1
975,99,972,2011-10-23 19:13:21.850,3,
976,411,974,2011-10-23 21:09:33.730,3,4
977,303,972,2011-10-23 21:19:01.877,2,
979,27,963,2011-10-24 14:12:00.430,7,
980,575,803,2011-10-24 16:07:15.693,3,1
981,571,50,2011-10-24 21:07:54.017,2,
982,256,768,2011-10-25 04:10:06.233,2,
985,296,50,2011-10-25 17:11:52.280,2,
986,256,91,2011-10-26 00:16:13.087,1,
987,571,50,2011-10-26 04:05:30.900,1,
988,248,928,2011-10-26 08:15:57.803,2,
995,27,991,2011-10-27 11:18:59.677,3,1
1006,411,84,2011-10-29 23:51:17.830,1,
1012,252,417,2011-10-31 19:28:20.263,1,1
1013,190,1009,2011-10-31 22:36:45.733,5,
1015,571,768,2011-11-01 19:30:05.553,1,1
1017,256,72,2011-11-02 00:22:16.173,2,
1025,190,1024,2011-11-03 09:11:02.840,6,1
1029,528,1027,2011-11-03 20:37:27.423,6,1
1031,528,1030,2011-11-04 15:13:24.147,12,1
1033,44,1032,2011-11-05 16:34:06.770,4,1
1034,540,1032,2011-11-05 19:58:19.307,2,7
1038,13,1036,2011-11-06 22:44:50.793,9,1
1039,99,1037,2011-11-06 22:46:17.587,4,1
1041,190,1040,2011-11-08 08:56:58.797,1,
1043,248,1040,2011-11-08 16:14:57.317,0,
1044,598,768,2011-11-08 18:42:49.167,2,
1045,598,91,2011-11-08 18:51:57.423,0,
1046,598,254,2011-11-08 18:56:23.067,0,
1050,190,1049,2011-11-09 09:02:50.580,5,
1052,577,1042,2011-11-10 11:34:04.253,3,
1054,528,1053,2011-11-10 19:51:01.087,13,
1065,30,1064,2011-11-15 14:25:11.600,2,
1066,598,1062,2011-11-16 11:55:39.587,7,
1068,190,1067,2011-11-16 15:32:27.243,9,
1069,44,1062,2011-11-16 17:07:29.437,2,
1070,617,1062,2011-11-16 19:20:30.620,3,1
1071,619,1062,2011-11-16 19:36:17.920,6,
1075,190,1072,2011-11-17 17:03:32.553,8,
1076,32,998,2011-11-17 18:25:02.557,4,
1077,30,1007,2011-11-17 21:06:51.757,2,1
1088,303,1062,2011-11-19 14:05:16.410,2,
1091,439,1062,2011-11-20 05:22:53.103,5,
1092,252,1061,2011-11-21 03:20:22.453,0,3
1093,381,1007,2011-11-21 12:19:57.077,8,
1094,24,1042,2011-11-21 15:17:08.780,3,1
1095,190,1090,2011-11-21 19:34:48.107,2,
1100,625,222,2011-11-22 03:47:06.880,1,
1103,627,1062,2011-11-22 20:28:45.667,4,
1106,154,1104,2011-11-24 00:45:38.817,5,
1112,190,1110,2011-11-26 16:38:13.643,11,1
1113,72,1061,2011-11-26 19:51:03.533,4,
1115,72,1060,2011-11-26 20:03:14.553,2,1
1119,411,1074,2011-11-28 17:23:09.540,6,
1125,32,1123,2011-11-30 02:16:08.197,2,1
1128,190,1127,2011-12-01 13:39:04.297,5,
1130,652,900,2011-12-02 19:54:31.193,1,
1131,653,22,2011-12-03 06:00:33.917,6,
1132,653,82,2011-12-03 06:08:35.507,1,
1133,252,1111,2011-12-03 21:36:21.487,1,2
1135,355,581,2011-12-04 23:00:09.857,3,
1139,256,1101,2011-12-05 22:10:43.273,3,4
1140,663,82,2011-12-06 00:36:04.790,2,1
1142,132,581,2011-12-06 17:32:12.650,2,
1143,528,1141,2011-12-07 17:58:49.870,2,2
1147,303,1123,2011-12-08 15:48:19.057,3,
1148,675,1061,2011-12-08 16:04:37.037,3,1
1150,677,82,2011-12-08 18:17:52.903,3,
1151,256,1145,2011-12-08 23:39:04.443,3,2
1157,72,1144,2011-12-13 07:29:48.400,6,2
1160,692,662,2011-12-15 04:28:12.127,4,1
1163,692,1111,2011-12-16 03:51:04.823,3,2
1164,528,1056,2011-12-16 04:45:34.953,4,1
1165,411,1158,2011-12-16 10:29:22.633,4,
1166,692,509,2011-12-16 22:12:39.073,2,1
1168,190,1167,2011-12-17 12:03:20.117,5,1
1171,190,1169,2011-12-17 19:51:26.610,5,
1172,190,1170,2011-12-17 20:04:27.680,5,
1173,411,1105,2011-12-18 11:36:18.903,2,1
1175,72,1174,2011-12-19 18:16:08.273,6,
1176,711,1174,2011-12-19 23:34:48.097,3,
1183,721,410,2011-12-23 13:17:44.473,3,1
1184,692,1180,2011-12-23 17:16:28.100,2,
1186,606,1185,2011-12-24 22:45:10.200,4,
1189,730,157,2011-12-28 10:22:11.613,2,
1191,730,1190,2011-12-28 15:08:57.993,6,4
1192,730,1188,2011-12-28 15:23:51.340,1,
1195,190,1194,2011-12-28 22:34:44.647,2,
1197,30,1196,2011-12-29 18:26:34.963,1,
1199,30,1190,2011-12-30 15:30:04.720,3,4
1200,283,1196,2011-12-30 16:04:20.680,11,1
1204,32,1193,2011-12-30 20:48:58.217,3,
1205,32,1202,2011-12-30 21:03:08.740,2,
1206,32,1190,2011-12-30 21:33:08.820,5,2
1211,190,1208,2011-12-31 21:29:38.000,8,2
1215,439,1209,2012-01-01 20:58:58.153,2,
1216,32,1214,2012-01-02 05:20:03.627,2,1
1217,32,1201,2012-01-02 05:39:43.537,5,2
1220,77,1219,2012-01-02 17:53:44.790,5,1
1222,32,1219,2012-01-02 21:53:42.980,5,
1223,32,1221,2012-01-03 10:29:26.260,3,
1224,10,1218,2012-01-03 21:45:38.867,3,1
1227,411,1225,2012-01-03 23:28:22.037,1,
1228,289,1190,2012-01-04 07:17:53.187,9,
1229,227,1105,2012-01-04 15:05:06.497,3,
1231,741,1190,2012-01-04 19:01:46.623,4,
1232,30,1190,2012-01-05 19:01:20.303,5,
1233,32,1198,2012-01-05 23:24:47.827,2,
1235,756,1190,2012-01-06 03:20:51.170,3,
1239,30,1203,2012-01-06 16:55:05.393,3,3
1240,32,1238,2012-01-06 18:36:07.637,6,2
1241,32,1236,2012-01-06 18:46:49.747,3,
1242,32,1237,2012-01-06 18:51:10.743,1,2
1246,32,1245,2012-01-08 00:09:10.843,5,
1247,542,545,2012-01-08 10:33:20.837,1,
1249,154,1190,2012-01-09 04:11:30.717,3,1
1250,762,1190,2012-01-09 05:58:14.617,2,
1252,764,1190,2012-01-10 17:58:14.157,1,1
1254,256,1190,2012-01-10 21:29:27.913,3,
1255,764,60,2012-01-10 22:19:57.303,2,
1259,12,1258,2012-01-11 20:22:47.937,3,1
1262,536,1261,2012-01-12 14:15:22.827,5,
1263,536,1258,2012-01-12 14:27:08.970,2,
1264,767,1261,2012-01-12 20:19:22.580,3,4
1267,190,1266,2012-01-13 13:55:07.613,11,2
1268,99,1265,2012-01-13 15:31:07.523,2,
1269,775,60,2012-01-14 00:27:23.510,2,1
1271,154,1270,2012-01-14 14:49:52.430,6,3
1275,411,60,2012-01-15 20:42:37.457,4,
1276,779,60,2012-01-15 23:46:26.803,3,
1280,296,1279,2011-09-07 05:34:40.283,5,5
1281,,1279,2011-09-08 00:59:09.253,1,
1282,285,1273,2012-01-16 11:07:36.333,2,1
1283,730,1272,2012-01-16 11:21:51.277,3,4
1284,781,1272,2012-01-16 14:16:26.090,4,
1285,32,1279,2012-01-16 20:11:36.177,3,2
1286,764,244,2012-01-16 22:49:35.820,1,
1287,764,662,2012-01-16 23:29:09.563,2,
1288,764,98,2012-01-16 23:31:50.027,2,
1289,154,1279,2012-01-16 23:57:23.913,3,2
1290,764,225,2012-01-16 23:59:56.330,2,
1291,32,1272,2012-01-17 16:21:30.007,2,
1293,786,1272,2012-01-17 20:42:36.960,2,
1295,764,1007,2012-01-18 14:57:18.150,6,2
1297,788,1294,2012-01-19 02:48:04.123,2,
1298,762,1272,2012-01-19 04:39:57.630,1,3
1302,190,1301,2012-01-19 09:35:32.170,9,4
1303,791,59,2012-01-20 15:16:32.797,1,
1306,241,543,2012-01-21 15:51:38.603,4,
1308,793,1042,2012-01-21 21:16:36.670,2,
1311,72,1309,2012-01-22 15:23:26.567,2,6
1312,72,149,2012-01-22 15:44:07.423,2,
1313,72,192,2012-01-22 16:51:03.757,3,
1314,32,1310,2012-01-22 21:07:36.913,4,1
1318,619,1272,2012-01-23 22:00:23.020,1,
1320,798,1319,2012-01-24 16:02:32.747,-2,2
1321,241,1319,2012-01-24 23:38:14.307,2,2
1327,669,1326,2012-01-26 09:49:32.383,4,
1329,781,1324,2012-01-26 14:08:01.433,2,1
1331,803,868,2012-01-26 22:50:36.930,3,1
1332,803,1272,2012-01-26 23:03:00.000,0,1
1333,803,1265,2012-01-26 23:12:17.940,2,1
1334,803,1167,2012-01-26 23:39:40.543,4,
1335,764,1265,2012-01-26 23:42:26.583,2,
1336,190,1330,2012-01-27 12:34:50.757,3,
1337,439,1324,2012-01-27 17:36:39.947,5,3
1339,821,1338,2012-01-26 10:59:00.113,8,1
1341,806,1110,2012-01-28 13:55:20.307,1,3
1343,411,1307,2012-01-29 10:59:44.073,2,
1344,811,1338,2012-01-29 19:31:34.670,3,
1346,813,1338,2012-01-30 01:03:50.543,2,
1347,813,244,2012-01-30 01:09:08.647,1,
1349,815,1272,2012-01-30 09:50:47.440,0,
1350,813,1326,2012-01-30 12:20:41.647,1,
1351,321,530,2012-01-30 13:12:25.187,1,
1355,764,1342,2012-02-01 16:53:30.753,2,2
1356,823,1324,2012-02-01 16:55:26.377,3,1
1357,689,1353,2012-02-02 04:54:13.927,4,1
1358,689,1352,2012-02-02 04:57:11.567,2,
1364,99,1342,2012-02-02 18:15:42.790,6,
1366,689,1365,2012-02-04 04:31:59.333,7,5
1368,689,1367,2012-02-04 17:38:12.797,2,1
1370,832,1265,2012-02-04 20:55:21.860,1,
1371,832,1190,2012-02-04 21:20:25.867,2,
1375,190,1374,2012-02-05 14:09:24.297,3,1
1474,,1473,2012-01-29 03:10:48.590,2,
