AId,AUserId,QId,ATime,AScore,ACommentCount
221,105,205,2011-10-09 16:13:56.733,8,4
223,43,222,2011-10-09 18:59:07.320,11,1
224,48,222,2011-10-09 19:55:13.067,10,2
225,318,222,2011-10-09 20:23:07.547,27,
226,109,222,2011-10-09 21:29:31.113,11,5
227,28,222,2011-10-09 21:38:18.030,10,1
228,428,75,2011-10-09 21:56:52.033,4,1
230,93,208,2011-10-10 08:41:50.333,7,
231,93,207,2011-10-10 09:42:22.263,7,
232,435,222,2011-10-10 13:10:03.847,2,
235,43,234,2011-10-10 19:35:49.757,15,5
236,40,207,2011-10-11 01:39:50.057,5,1
238,259,237,2011-10-11 04:01:31.300,22,2
239,93,177,2011-10-11 06:18:23.990,7,6
240,61,237,2011-10-11 07:41:23.353,2,8
241,262,222,2011-10-11 08:21:20.500,4,
243,35,222,2011-10-11 10:35:12.440,7,
244,198,237,2011-10-11 13:11:24.590,8,
246,198,245,2011-10-11 15:06:24.090,14,
247,49,245,2011-10-11 15:28:56.533,10,1
248,15,175,2011-10-11 16:39:18.283,9,1
249,352,245,2011-10-11 17:30:28.200,5,3
250,314,237,2011-10-11 20:09:09.873,2,2
251,85,175,2011-10-11 22:15:41.133,5,
255,363,177,2011-10-12 08:29:49.503,5,10
257,109,256,2011-10-12 12:26:09.557,13,13
258,50,254,2011-10-12 12:40:43.337,3,1
259,109,36,2011-10-12 19:02:56.997,7,1
260,94,222,2011-10-12 19:27:13.870,2,
262,109,261,2011-10-12 21:08:13.863,8,9
264,12,261,2011-10-12 23:49:44.050,14,6
265,406,222,2011-10-13 00:58:40.597,2,1
266,453,222,2011-10-13 03:45:14.663,13,3
268,216,267,2011-10-13 07:54:30.013,7,1
269,463,222,2011-10-13 18:27:15.913,6,
270,463,175,2011-10-13 18:50:00.327,11,2
271,302,75,2011-10-13 19:08:24.063,5,1
272,463,8,2011-10-13 19:12:33.847,4,
273,463,3,2011-10-13 19:22:46.457,10,1
274,205,267,2011-10-13 21:25:26.837,6,2
279,453,278,2011-10-14 12:35:40.197,7,
280,109,278,2011-10-14 12:53:51.593,7,0
281,109,263,2011-10-14 13:26:15.250,10,6
284,259,282,2011-10-15 05:42:34.430,13,3
286,109,283,2011-10-15 11:02:50.700,7,4
287,424,222,2011-10-15 12:32:39.560,0,2
289,399,288,2011-10-15 17:00:58.283,12,2
292,189,290,2011-10-15 19:48:37.137,1,
293,150,290,2011-10-15 19:49:37.970,2,8
295,281,290,2011-10-15 22:01:21.527,1,3
296,281,278,2011-10-15 22:22:11.597,6,
297,8,294,2011-10-16 01:37:55.113,4,3
298,93,294,2011-10-16 01:45:59.400,9,6
300,249,294,2011-10-16 06:43:33.937,6,7
301,216,291,2011-10-16 07:48:54.233,8,
302,216,299,2011-10-16 08:06:01.163,7,3
304,169,294,2011-10-16 13:00:29.233,11,23
305,274,291,2011-10-16 16:12:37.653,7,
307,259,306,2011-10-17 04:56:47.197,3,4
310,48,308,2011-10-17 08:20:30.643,7,
311,281,308,2011-10-17 09:02:10.427,11,4
312,109,308,2011-10-17 11:19:11.153,9,4
313,302,222,2011-10-17 13:26:42.797,3,
318,453,316,2011-10-17 22:15:21.690,8,3
320,43,319,2011-10-18 02:39:39.470,11,3
322,260,319,2011-10-18 03:52:26.040,5,
323,98,321,2011-10-18 05:52:28.557,7,1
324,12,321,2011-10-18 05:55:50.467,12,3
325,482,321,2011-10-18 05:57:55.710,10,3
326,93,321,2011-10-18 06:01:28.687,17,1
328,109,327,2011-10-18 08:01:39.957,7,
330,274,317,2011-10-18 11:18:15.320,10,2
331,216,329,2011-10-18 18:15:37.457,5,6
333,482,222,2011-10-18 22:49:20.123,4,
335,488,309,2011-10-19 08:38:13.190,4,
336,129,321,2011-10-19 12:47:05.007,3,
337,491,317,2011-10-19 14:37:17.333,8,1
338,493,245,2011-10-19 17:28:37.963,10,
340,28,327,2011-10-19 21:01:45.773,9,
341,28,308,2011-10-19 23:20:28.423,7,
342,76,291,2011-10-20 00:15:08.923,9,
343,76,263,2011-10-20 02:30:57.307,7,2
345,216,344,2011-10-20 10:35:00.343,2,2
348,28,347,2011-10-20 15:50:29.967,14,5
349,463,316,2011-10-20 18:50:14.973,2,1
350,463,308,2011-10-20 19:26:43.693,10,
351,168,254,2011-10-20 22:22:23.947,3,1
352,109,254,2011-10-21 00:02:29.600,8,12
354,109,353,2011-10-21 01:35:09.367,8,3
356,501,263,2011-10-22 04:01:48.090,10,4
357,274,355,2011-10-22 05:57:47.947,5,1
358,424,245,2011-10-22 14:57:00.707,-4,4
360,93,359,2011-10-23 06:20:57.630,18,1
361,121,359,2011-10-23 10:36:40.230,11,1
364,352,218,2011-10-23 17:06:43.813,3,
366,453,218,2011-10-23 20:54:46.743,5,1
368,70,367,2011-10-24 00:25:56.237,7,1
369,,359,2011-10-24 09:12:46.203,2,1
371,274,363,2011-10-24 13:12:17.403,7,5
374,236,359,2011-10-24 16:17:18.750,4,
375,121,365,2011-10-24 17:59:10.847,5,
376,507,370,2011-10-24 18:40:13.980,14,1
380,216,379,2011-10-25 06:50:41.093,8,11
382,28,379,2011-10-25 10:40:17.267,9,5
384,514,222,2011-10-25 17:02:48.143,3,1
385,43,379,2011-10-25 17:39:13.373,14,10
386,510,370,2011-10-25 17:47:58.497,22,17
387,,379,2011-10-26 00:34:59.910,7,7
388,318,383,2011-10-26 02:51:31.830,9,9
389,169,370,2011-10-26 10:02:36.173,16,4
393,169,391,2011-10-26 19:01:19.043,10,
398,281,14,2011-10-26 22:30:18.940,4,
399,211,395,2011-10-27 00:31:42.353,11,10
400,43,397,2011-10-27 01:51:09.660,10,2
402,352,390,2011-10-27 09:00:42.390,2,
404,259,394,2011-10-27 14:39:42.553,7,1
405,120,379,2011-10-27 17:12:20.273,6,2
406,229,378,2011-10-27 18:30:02.393,8,4
408,531,355,2011-10-28 01:51:34.480,11,6
409,8,392,2011-10-28 17:28:16.287,1,
412,246,410,2011-10-29 15:32:20.157,8,4
413,216,411,2011-10-29 17:46:00.063,3,
416,493,390,2011-10-30 01:19:28.810,5,3
419,274,418,2011-10-30 15:48:42.080,5,2
421,64,414,2011-10-30 19:48:01.003,10,
422,399,420,2011-10-30 21:16:00.703,9,2
423,97,161,2011-10-31 08:10:00.047,4,
425,26,424,2011-11-01 15:46:40.803,4,7
428,531,427,2011-11-01 19:19:16.020,7,6
431,64,426,2011-11-01 23:07:57.123,10,1
432,399,429,2011-11-01 23:47:11.147,6,3
433,246,424,2011-11-01 23:57:51.523,5,4
434,43,429,2011-11-02 00:36:49.760,12,1
435,172,63,2011-11-02 01:00:04.533,2,
438,550,378,2011-11-02 13:53:46.623,5,2
439,527,437,2011-11-02 18:33:32.357,12,1
440,531,394,2011-11-02 19:09:10.543,8,8
442,134,437,2011-11-02 20:35:57.290,5,4
445,123,57,2011-11-02 22:27:17.817,2,
446,28,444,2011-11-03 00:34:44.820,8,2
447,493,443,2011-11-03 00:37:25.130,3,1
448,553,283,2011-11-03 04:02:23.923,7,
449,457,283,2011-11-03 04:38:27.887,5,4
450,352,444,2011-11-03 11:13:48.330,1,1
451,49,443,2011-11-03 11:15:23.077,3,2
452,334,444,2011-11-03 13:23:37.590,1,
455,216,454,2011-11-03 19:28:51.813,5,
456,216,453,2011-11-03 19:54:27.943,2,2
457,558,105,2011-11-03 20:24:31.527,4,1
460,216,458,2011-11-04 11:29:51.757,3,
461,358,459,2011-11-04 15:03:27.777,8,3
468,189,466,2011-11-05 12:04:13.870,5,5
469,531,464,2011-11-05 14:29:04.883,8,2
470,216,465,2011-11-05 15:33:31.650,7,3
471,562,467,2011-11-05 16:00:13.413,15,4
472,297,63,2011-11-05 16:26:14.173,4,1
475,456,417,2011-11-06 16:03:43.383,7,1
478,446,477,2011-11-06 22:13:09.167,16,5
479,531,462,2011-11-07 03:32:16.897,7,2
480,93,477,2011-11-07 15:47:30.257,8,9
482,93,481,2011-11-08 04:26:01.947,8,4
483,578,317,2011-11-08 10:14:13.117,0,4
487,43,476,2011-11-08 16:48:51.293,5,2
488,49,486,2011-11-08 17:45:26.720,8,2
489,578,476,2011-11-08 19:03:42.120,1,6
490,399,485,2011-11-08 19:50:06.013,5,1
493,93,481,2011-11-09 06:47:24.410,3,
494,491,49,2011-11-09 15:31:10.023,4,
496,246,495,2011-11-09 23:03:59.927,6,
498,216,497,2011-11-10 08:59:06.117,5,1
500,211,499,2011-11-11 02:26:57.193,6,6
503,578,502,2011-11-11 11:19:51.963,3,8
504,9,502,2011-11-11 12:12:42.117,7,1
506,246,505,2011-11-11 16:12:00.187,5,3
507,493,505,2011-11-12 01:44:22.197,4,2
512,150,485,2011-11-12 15:27:52.277,2,3
513,216,510,2011-11-13 07:58:59.260,4,
516,578,501,2011-11-14 09:12:57.960,3,7
517,578,508,2011-11-14 09:32:01.757,4,
518,595,458,2011-11-14 11:10:15.637,2,
520,216,515,2011-11-14 13:03:31.077,4,10
521,93,519,2011-11-14 15:23:30.220,7,8
523,216,522,2011-11-15 13:39:48.580,6,
524,198,522,2011-11-15 13:54:01.863,6,
525,189,515,2011-11-15 14:15:10.183,3,1
527,121,526,2011-11-15 17:51:45.123,6,5
528,274,526,2011-11-16 08:16:18.850,2,
529,578,526,2011-11-16 08:28:59.997,1,
530,604,505,2011-11-16 09:46:39.793,5,2
533,143,531,2011-11-16 17:51:07.040,9,1
534,531,531,2011-11-16 20:22:11.333,10,2
537,569,505,2011-11-18 07:18:33.847,3,
544,399,542,2011-11-19 19:35:22.023,6,
545,399,543,2011-11-19 21:17:00.273,5,
546,274,543,2011-11-20 06:06:35.883,5,
547,578,543,2011-11-20 10:02:45.240,3,
548,578,536,2011-11-20 17:46:23.320,1,
549,617,522,2011-11-20 23:39:36.973,3,
552,121,538,2011-11-21 16:51:27.493,5,
553,274,551,2011-11-21 17:20:52.440,8,3
554,453,550,2011-11-22 01:47:28.237,4,1
555,578,541,2011-11-22 08:20:03.333,1,
558,516,515,2011-11-22 16:52:54.210,0,2
561,590,559,2011-11-23 06:32:09.610,6,4
562,424,222,2011-11-23 13:36:18.637,0,1
563,281,550,2011-11-23 19:46:04.030,0,
565,399,564,2011-11-23 23:24:41.687,7,6
568,274,564,2011-11-24 08:22:14.907,7,
569,578,557,2011-11-24 11:27:09.330,1,1
571,578,570,2011-11-24 13:54:34.853,6,
572,129,570,2011-11-24 14:03:12.900,10,1
573,129,570,2011-11-24 14:06:01.150,5,4
574,578,539,2011-11-24 14:28:29.823,2,11
575,358,570,2011-11-24 16:28:51.327,16,2
576,121,570,2011-11-24 16:57:41.067,3,1
577,15,570,2011-11-24 20:22:57.597,6,2
578,172,557,2011-11-25 03:05:57.380,1,
580,229,557,2011-11-25 09:14:39.053,3,1
581,87,570,2011-11-25 15:23:08.840,2,2
582,87,570,2011-11-25 15:25:17.607,3,2
586,578,540,2011-11-25 19:45:25.213,3,
589,650,588,2011-11-26 04:28:18.860,4,5
590,93,579,2011-11-26 06:19:57.500,3,2
591,424,222,2011-11-26 11:44:49.440,1,
593,189,592,2011-11-26 19:05:34.500,3,3
596,399,592,2011-11-26 20:44:21.740,3,
597,617,594,2011-11-27 00:21:11.380,10,1
600,578,594,2011-11-28 11:06:00.280,4,2
601,619,595,2011-11-29 12:57:12.803,-5,
602,653,570,2011-11-29 14:29:27.507,13,
604,520,570,2011-11-29 21:08:20.043,1,
607,578,605,2011-11-30 12:01:49.853,8,13
610,661,608,2011-12-01 09:46:51.507,5,1
611,274,609,2011-12-01 12:17:06.927,11,2
612,37,609,2011-12-01 19:23:40.803,3,
613,315,609,2011-12-01 19:37:59.483,3,2
615,39,609,2011-12-01 23:34:05.830,8,
617,559,609,2011-12-02 04:34:52.643,2,1
619,578,616,2011-12-02 08:27:44.037,5,
620,667,609,2011-12-02 12:46:45.453,5,1
624,43,621,2011-12-03 02:50:21.410,6,
626,150,609,2011-12-03 09:08:30.993,2,2
627,87,625,2011-12-03 16:04:57.897,3,1
629,205,622,2011-12-03 20:28:30.073,8,1
630,424,359,2011-12-03 20:47:09.077,1,
631,123,625,2011-12-03 22:19:07.500,4,1
634,12,633,2011-12-04 07:32:13.520,7,
635,137,616,2011-12-04 10:21:43.237,4,1
637,437,570,2011-12-05 12:35:01.983,3,
638,352,595,2011-12-05 15:15:37.300,4,
645,93,644,2011-12-06 14:40:49.150,6,3
650,141,649,2011-12-07 18:32:32.567,1,1
652,437,649,2011-12-07 19:04:35.840,2,1
653,43,649,2011-12-07 20:09:53.133,12,8
654,,649,2011-12-07 20:52:00.350,5,5
655,424,649,2011-12-07 22:58:09.823,-3,2
656,424,570,2011-12-08 00:48:42.453,3,2
657,424,570,2011-12-08 01:12:36.093,-1,
658,619,639,2011-12-08 13:21:56.023,0,3
659,659,644,2011-12-09 07:35:19.517,-1,1
663,216,662,2011-12-09 21:22:12.880,7,14
664,216,661,2011-12-09 21:34:01.410,3,4
665,399,643,2011-12-10 01:10:49.650,4,
666,274,662,2011-12-10 07:25:30.650,5,4
669,202,598,2011-12-10 18:08:45.613,2,2
671,399,670,2011-12-11 16:02:44.450,5,1
673,43,672,2011-12-11 19:48:10.990,10,2
676,216,674,2011-12-12 07:50:01.760,4,
677,216,675,2011-12-12 08:23:33.130,3,3
680,211,679,2011-12-12 23:37:58.763,6,1
681,381,614,2011-12-13 18:58:07.657,6,
684,531,678,2011-12-13 23:53:16.657,5,6
687,216,682,2011-12-14 06:21:13.480,4,
688,274,685,2011-12-14 11:39:09.903,5,
689,189,685,2011-12-14 12:56:59.403,2,
690,211,686,2011-12-14 13:21:52.203,5,1
692,12,682,2011-12-14 15:25:03.103,11,8
693,220,686,2011-12-14 15:45:15.107,4,
695,453,694,2011-12-15 01:56:18.433,4,
698,216,697,2011-12-15 14:20:34.207,7,
699,274,696,2011-12-15 16:51:47.003,8,1
702,6,694,2011-12-16 17:55:06.343,2,
705,216,704,2011-12-17 07:57:06.113,2,1
706,578,704,2011-12-17 13:27:57.423,2,
708,93,701,2011-12-17 22:12:48.780,8,1
709,43,707,2011-12-18 01:54:52.413,5,6
711,578,710,2011-12-18 09:52:29.793,6,2
712,,710,2011-12-19 01:49:48.100,2,1
714,169,701,2011-12-19 03:29:54.397,7,
716,12,715,2011-12-20 22:20:52.303,7,12
718,617,717,2011-12-21 02:17:40.293,4,1
719,172,618,2011-12-21 19:47:18.803,5,
721,172,443,2011-12-22 01:56:10.013,2,
722,216,720,2011-12-22 06:59:27.903,4,4
724,399,723,2011-12-23 01:59:37.300,5,6
726,731,701,2011-12-23 08:58:46.217,4,2
729,61,727,2011-12-23 16:27:09.710,6,4
731,6,730,2011-12-24 02:10:37.470,3,1
735,150,183,2011-12-24 19:37:54.153,3,
740,150,303,2011-12-26 19:27:21.923,1,
741,260,739,2011-12-26 22:31:00.867,3,
743,738,739,2011-12-27 01:28:21.947,6,13
744,738,734,2011-12-27 01:36:13.733,1,19
745,617,742,2011-12-27 18:51:08.713,2,1
746,334,738,2011-12-27 21:32:38.860,6,
748,259,747,2011-12-28 13:23:32.400,7,2
752,259,738,2011-12-29 13:24:16.460,8,3
754,381,738,2011-12-29 16:54:34.620,3,
756,746,570,2011-12-29 19:08:08.430,0,
757,597,755,2011-12-29 22:53:59.110,4,1
759,150,758,2011-12-30 11:25:08.093,2,4
761,211,760,2011-12-30 13:32:15.633,10,2
762,399,758,2011-12-30 18:32:13.370,3,1
763,399,755,2011-12-30 19:57:28.753,8,1
765,752,755,2011-12-31 02:11:10.637,5,
766,274,760,2012-01-01 15:45:55.393,5,2
769,216,768,2012-01-01 20:36:05.417,9,4
770,358,747,2012-01-01 21:26:42.793,2,
772,122,738,2012-01-01 23:59:51.530,1,
773,216,771,2012-01-02 09:05:02.597,2,3
774,757,760,2012-01-02 17:39:12.257,-1,
775,114,738,2012-01-04 16:16:54.743,6,
779,47,738,2012-01-06 10:35:08.990,7,
785,216,783,2012-01-07 07:56:02.773,5,6
786,216,781,2012-01-07 08:16:15.867,3,6
787,358,783,2012-01-07 10:34:07.237,4,2
789,765,784,2012-01-08 00:09:54.430,2,2
792,399,791,2012-01-11 04:20:33.757,3,2
796,274,794,2012-01-11 13:41:36.440,3,
798,118,794,2012-01-11 15:04:51.670,7,2
799,493,794,2012-01-11 19:06:40.170,5,
800,399,797,2012-01-11 19:33:09.410,4,
801,381,755,2012-01-12 06:04:02.920,1,1
802,274,797,2012-01-12 10:30:27.810,3,3
804,522,803,2012-01-12 12:05:55.910,5,2
807,169,803,2012-01-13 11:34:13.630,8,10
808,671,794,2012-01-13 12:57:05.337,2,3
809,776,794,2012-01-13 13:19:16.070,-1,1
814,137,794,2012-01-14 15:52:20.587,-1,2
815,128,794,2012-01-14 21:06:50.057,2,
817,216,812,2012-01-15 07:52:22.313,1,2
819,780,812,2012-01-15 12:53:56.320,0,1
820,35,794,2012-01-15 18:05:59.680,3,1
824,118,822,2012-01-16 09:17:57.797,2,5
826,381,668,2012-01-16 18:48:05.803,3,
827,93,803,2012-01-17 09:00:46.463,6,5
828,128,821,2012-01-17 16:04:54.513,4,
829,786,803,2012-01-17 16:53:40.173,10,
832,216,830,2012-01-18 07:14:10.573,4,1
833,93,831,2012-01-18 08:10:13.597,5,5
836,143,811,2012-01-19 00:07:21.310,1,
838,569,837,2012-01-20 01:57:23.590,8,8
839,255,837,2012-01-20 06:47:50.067,7,
841,93,840,2012-01-20 16:59:46.147,4,12
842,797,75,2012-01-20 17:42:36.503,-4,1
844,535,837,2012-01-20 18:13:13.690,2,
850,617,849,2012-01-21 20:41:01.563,3,7
851,274,848,2012-01-22 15:59:57.677,1,1
852,381,484,2012-01-22 17:31:31.693,0,
857,381,854,2012-01-23 04:03:08.877,1,4
858,216,853,2012-01-23 06:23:22.537,1,
859,246,831,2012-01-24 04:05:36.713,1,
860,352,837,2012-01-24 12:47:17.353,3,
861,541,837,2012-01-25 10:19:00.897,6,
864,134,863,2012-01-25 17:29:58.977,8,1
865,172,831,2012-01-25 21:59:11.633,0,
868,399,854,2012-01-26 02:07:26.410,4,8
869,145,846,2012-01-26 02:53:45.293,0,
871,43,846,2012-01-26 07:01:28.870,4,15
872,93,862,2012-01-26 07:48:26.950,3,5
873,274,870,2012-01-26 09:52:13.993,7,5
875,216,874,2012-01-26 20:55:42.033,3,2
876,208,862,2012-01-26 21:03:48.977,2,
878,104,877,2012-01-27 01:01:01.850,2,1
879,815,764,2012-01-27 07:49:19.203,0,2
886,826,93,2012-01-31 04:57:54.167,-6,1
887,578,885,2012-02-01 17:39:09.223,3,
890,521,888,2012-02-02 19:12:54.310,3,3
891,334,889,2012-02-03 04:34:08.270,3,
892,145,888,2012-02-04 14:49:31.910,5,
896,535,884,2012-02-05 14:47:37.877,3,
897,216,895,2012-02-05 18:21:49.993,1,3
898,43,895,2012-02-05 19:15:58.660,6,2
899,399,894,2012-02-05 23:36:49.060,1,6
900,211,894,2012-02-06 01:58:24.583,1,2
901,109,894,2012-02-06 07:36:04.517,5,5
903,150,902,2012-02-07 08:34:00.027,5,4
904,842,605,2012-02-07 17:10:33.220,0,3
905,578,902,2012-02-08 11:18:23.587,4,
909,134,906,2012-02-09 17:39:42.313,7,2
910,109,908,2012-02-10 10:43:17.213,3,0
911,569,907,2012-02-10 11:29:03.010,3,1
914,858,913,2012-02-12 15:07:07.087,1,6
916,578,915,2012-02-13 08:26:43.703,3,9
919,208,918,2012-02-13 23:28:29.110,6,3
920,727,2,2012-02-14 05:24:55.833,1,
923,208,922,2012-02-14 16:30:30.457,3,3
925,150,918,2012-02-14 19:03:44.767,9,1
928,535,927,2012-02-15 16:35:35.327,3,
929,727,927,2012-02-15 18:56:33.900,0,
930,727,927,2012-02-15 18:58:57.843,0,
931,727,927,2012-02-15 19:00:58.183,0,
932,727,927,2012-02-15 19:09:32.790,1,
933,727,927,2012-02-15 19:22:15.597,1,
935,858,934,2012-02-16 06:48:43.897,4,3
936,109,924,2012-02-16 10:18:50.000,1,2
939,96,410,2012-02-17 04:36:43.597,5,
943,8,942,2012-02-17 19:51:05.607,4,1
945,93,944,2012-02-18 06:22:08.907,5,2
946,274,942,2012-02-18 06:39:36.047,0,1
947,531,941,2012-02-18 12:37:47.210,3,2
948,352,944,2012-02-18 18:56:07.183,3,
951,578,950,2012-02-20 18:02:31.213,1,
952,667,950,2012-02-20 19:39:35.227,1,
953,865,950,2012-02-20 21:07:14.493,3,
955,169,954,2012-02-21 12:26:21.217,3,1
958,109,956,2012-02-22 07:43:04.630,4,3
962,37,960,2012-02-23 10:29:51.543,6,
963,858,961,2012-02-23 11:27:48.023,2,8
964,37,959,2012-02-23 12:02:07.137,2,7
965,559,959,2012-02-23 13:49:57.730,1,1
966,274,961,2012-02-23 16:30:35.567,3,3
967,493,906,2012-02-23 17:47:17.797,3,
968,208,959,2012-02-24 05:12:22.603,1,
969,727,944,2012-02-24 05:56:39.397,3,
972,96,971,2012-02-25 10:43:28.830,1,3
974,61,973,2012-02-26 11:07:19.490,-2,4
976,189,975,2012-02-26 15:52:14.263,5,2
979,463,971,2012-02-27 18:06:45.763,2,
984,96,981,2012-02-28 18:35:32.507,1,
985,298,950,2012-02-28 20:01:55.720,1,
987,865,983,2012-02-29 01:39:36.987,2,3
988,12,978,2012-02-29 10:50:57.110,3,4
989,352,960,2012-02-29 17:35:23.757,1,
993,559,982,2012-03-01 13:33:30.880,0,1
994,614,971,2012-03-02 09:38:32.547,2,
995,780,467,2012-03-03 06:47:54.043,0,
996,217,973,2012-03-03 08:14:55.387,3,1
999,121,997,2012-03-04 11:39:16.137,1,9
1000,614,694,2012-03-04 17:17:37.060,0,2
1001,727,997,2012-03-05 11:59:33.240,0,
1004,535,1003,2012-03-06 13:23:12.057,4,
1006,47,997,2012-03-06 16:04:58.297,3,2
1008,121,1003,2012-03-07 08:16:16.030,4,
1011,97,1005,2012-03-08 13:40:59.507,3,
