AId,AUserId,QId,ATime,AScore,ACommentCount
85,22,3,2011-06-02 00:05:42.257,2,1
87,71,86,2011-06-02 00:23:19.237,13,0
90,8,88,2011-06-02 00:55:32.697,3,
91,57,89,2011-06-02 00:59:19.520,10,
92,71,88,2011-06-02 01:04:32.463,7,2
95,4,93,2011-06-02 01:58:57.687,5,1
96,4,94,2011-06-02 02:08:05.197,5,2
97,64,94,2011-06-02 02:23:15.813,7,1
100,23,74,2011-06-02 02:55:44.010,12,2
101,79,5,2011-06-02 02:57:21.610,4,
102,4,98,2011-06-02 03:12:00.670,5,
103,82,3,2011-06-02 03:16:34.970,0,
104,22,99,2011-06-02 03:32:21.027,5,
105,82,5,2011-06-02 03:40:31.010,3,
106,60,28,2011-06-02 03:53:58.773,2,
108,22,107,2011-06-02 04:10:27.057,1,
109,4,10,2011-06-02 04:14:11.357,3,
110,22,15,2011-06-02 04:22:17.920,7,
111,81,94,2011-06-02 04:25:28.223,5,
112,71,107,2011-06-02 04:31:27.453,2,
115,23,114,2011-06-02 05:20:30.027,6,3
121,99,120,2011-06-02 09:04:44.147,16,1
122,102,117,2011-06-02 09:06:24.897,15,
128,52,127,2011-06-02 12:05:15.223,7,
129,102,43,2011-06-02 12:12:06.567,4,1
130,110,43,2011-06-02 12:48:49.607,1,1
131,23,126,2011-06-02 13:35:59.947,3,4
132,23,125,2011-06-02 13:38:02.100,6,
133,68,3,2011-06-02 13:47:56.780,7,
134,23,116,2011-06-02 13:49:59.280,11,4
136,20,88,2011-06-02 14:10:00.360,8,2
137,68,32,2011-06-02 14:12:23.380,5,
139,22,135,2011-06-02 14:18:11.567,23,3
140,22,12,2011-06-02 14:22:00.023,2,
141,22,124,2011-06-02 14:24:26.950,2,
142,22,120,2011-06-02 14:31:50.523,7,
143,68,123,2011-06-02 14:32:38.770,10,1
144,22,118,2011-06-02 14:34:14.690,1,
145,71,138,2011-06-02 14:36:12.720,11,
146,71,123,2011-06-02 14:38:20.660,5,
147,68,138,2011-06-02 14:40:52.613,17,1
148,68,6,2011-06-02 15:03:21.633,2,
149,33,126,2011-06-02 15:23:50.980,8,
150,,5,2011-06-02 15:37:22.330,2,
151,113,127,2011-06-02 16:03:05.767,2,
153,63,25,2011-06-02 16:57:41.380,0,
158,46,138,2011-06-02 17:40:35.063,4,
159,46,127,2011-06-02 17:45:33.377,19,1
160,53,157,2011-06-02 17:49:19.630,5,2
161,81,127,2011-06-02 17:50:39.397,4,
162,63,157,2011-06-02 17:54:54.623,6,1
163,46,117,2011-06-02 17:55:58.583,4,
164,81,117,2011-06-02 18:11:28.217,3,
165,81,125,2011-06-02 18:21:06.130,3,
166,33,157,2011-06-02 18:22:13.203,6,
167,33,125,2011-06-02 18:37:37.050,3,
168,81,119,2011-06-02 18:38:20.243,3,1
170,86,155,2011-06-02 19:21:13.473,15,
172,93,155,2011-06-02 20:47:46.543,4,
173,33,171,2011-06-02 21:01:25.930,3,
174,19,138,2011-06-02 21:08:09.400,6,
175,73,169,2011-06-02 21:09:55.050,9,4
176,33,138,2011-06-02 21:26:08.803,1,
178,57,177,2011-06-02 23:04:13.677,16,7
179,23,157,2011-06-03 00:01:20.653,5,1
181,64,154,2011-06-03 01:29:49.217,3,1
182,71,180,2011-06-03 02:19:04.267,2,
184,71,183,2011-06-03 02:39:04.083,13,
185,118,180,2011-06-03 03:41:46.423,2,
187,118,50,2011-06-03 04:19:01.320,4,0
189,60,188,2011-06-03 04:46:12.103,3,
190,118,188,2011-06-03 04:59:49.007,11,
191,9,157,2011-06-03 08:15:12.693,4,
192,9,135,2011-06-03 08:17:43.253,13,4
193,23,186,2011-06-03 12:50:33.880,3,
194,22,157,2011-06-03 13:08:28.503,8,
196,73,113,2011-06-03 15:06:03.780,8,
197,22,155,2011-06-03 15:23:53.620,20,6
198,57,195,2011-06-03 19:40:36.217,2,
199,19,188,2011-06-03 20:21:43.830,2,
200,22,171,2011-06-03 20:54:31.563,4,
201,22,180,2011-06-03 21:05:49.990,0,2
203,22,202,2011-06-03 21:18:18.153,6,
204,71,186,2011-06-03 22:18:45.467,2,
205,57,180,2011-06-03 22:19:23.567,7,1
207,51,206,2011-06-04 03:25:45.557,6,
209,118,208,2011-06-04 04:30:03.327,17,
212,61,210,2011-06-04 13:02:03.633,18,
214,52,211,2011-06-04 13:19:17.103,3,
215,23,211,2011-06-04 13:20:54.747,9,1
216,23,213,2011-06-04 13:49:25.973,3,
218,19,217,2011-06-04 16:10:33.957,9,4
219,22,211,2011-06-04 23:39:04.650,3,1
220,22,213,2011-06-04 23:46:55.977,5,
221,61,4,2011-06-05 00:07:25.377,3,1
226,4,225,2011-06-05 09:35:59.173,5,
227,4,224,2011-06-05 09:48:49.657,13,1
228,13,225,2011-06-05 10:17:56.267,11,6
229,4,222,2011-06-05 10:34:19.177,3,
230,22,222,2011-06-05 13:03:59.473,5,
231,22,223,2011-06-05 13:25:47.577,11,4
233,73,232,2011-06-05 16:35:54.887,9,3
234,51,232,2011-06-05 17:35:57.247,9,5
239,51,238,2011-06-05 21:14:17.220,4,2
241,22,240,2011-06-05 21:23:20.777,23,2
242,23,240,2011-06-06 00:02:43.840,8,
250,126,244,2011-06-06 07:25:17.903,12,
252,40,245,2011-06-06 07:32:01.707,8,
253,81,251,2011-06-06 08:10:16.783,2,
254,81,248,2011-06-06 08:18:01.907,8,5
255,61,244,2011-06-06 12:05:12.480,13,
256,,135,2011-06-06 15:13:21.080,5,
257,23,247,2011-06-06 15:27:39.700,5,
259,51,246,2011-06-06 15:56:39.920,4,
260,23,245,2011-06-06 16:07:53.393,4,
261,51,245,2011-06-06 16:11:13.440,6,7
262,23,258,2011-06-06 16:14:04.220,8,4
263,102,247,2011-06-06 16:22:15.160,1,
264,22,258,2011-06-06 17:50:56.730,3,
265,22,247,2011-06-06 18:02:55.033,4,2
267,50,266,2011-06-07 03:37:43.627,3,0
270,51,266,2011-06-07 05:30:33.680,10,1
272,51,271,2011-06-07 17:20:29.930,4,2
274,51,273,2011-06-08 00:01:17.663,7,
275,8,273,2011-06-08 00:16:23.037,7,1
277,33,240,2011-06-08 09:51:34.733,3,1
278,22,276,2011-06-08 13:51:02.687,3,4
279,22,273,2011-06-08 14:10:19.480,7,
281,23,280,2011-06-08 16:11:10.773,11,
282,21,247,2011-06-08 16:26:17.710,0,
287,23,286,2011-06-08 18:59:08.060,8,
288,86,286,2011-06-08 19:54:02.733,7,1
290,143,286,2011-06-08 20:11:33.000,1,
291,57,286,2011-06-08 20:24:48.553,6,
293,17,292,2011-06-08 20:37:57.690,6,1
294,82,292,2011-06-08 20:43:41.323,4,
295,139,210,2011-06-08 20:50:29.753,2,1
296,23,292,2011-06-08 20:58:47.277,11,
298,159,289,2011-06-08 21:26:02.357,4,
299,29,297,2011-06-08 21:29:57.477,4,2
300,159,240,2011-06-08 21:40:08.560,8,
301,160,211,2011-06-08 21:42:05.770,3,
302,23,297,2011-06-08 21:45:14.497,8,4
303,168,289,2011-06-08 22:01:51.813,3,
304,22,289,2011-06-08 22:11:18.660,2,
305,170,292,2011-06-08 22:22:34.733,3,
307,160,180,2011-06-08 22:25:55.623,0,
309,16,306,2011-06-08 23:18:25.153,2,
310,23,306,2011-06-08 23:22:04.020,5,2
311,57,306,2011-06-08 23:24:04.427,4,
312,22,285,2011-06-08 23:27:27.683,4,
313,51,308,2011-06-09 00:07:23.803,11,8
315,23,314,2011-06-09 02:15:43.020,6,
316,22,314,2011-06-09 04:10:50.887,4,
322,117,321,2011-06-09 09:46:32.247,9,
323,4,320,2011-06-09 10:08:04.627,18,2
325,23,319,2011-06-09 13:48:16.127,7,1
326,117,324,2011-06-09 13:52:01.320,4,
327,22,324,2011-06-09 14:18:56.233,7,
328,201,211,2011-06-09 15:26:42.310,4,
329,203,8,2011-06-09 16:14:39.867,-1,1
330,204,318,2011-06-09 16:19:36.960,1,
331,204,180,2011-06-09 16:26:23.143,0,
332,203,317,2011-06-09 16:32:25.057,2,1
333,204,127,2011-06-09 16:38:17.420,3,
337,205,318,2011-06-09 18:09:59.960,5,
338,191,319,2011-06-09 19:49:39.727,1,1
339,51,318,2011-06-09 20:10:52.317,4,1
340,160,6,2011-06-09 20:58:33.233,2,
341,170,336,2011-06-09 22:28:06.917,5,
343,4,317,2011-06-09 23:25:49.157,2,
344,4,169,2011-06-09 23:58:03.330,6,2
345,22,336,2011-06-10 00:05:21.510,6,
346,33,319,2011-06-10 03:15:05.457,3,
349,33,348,2011-06-10 04:10:20.740,12,1
351,23,350,2011-06-10 12:29:13.637,4,
352,218,350,2011-06-10 12:35:09.610,8,4
353,219,127,2011-06-10 13:30:51.977,2,
354,22,350,2011-06-10 14:31:47.390,3,
355,46,78,2011-06-10 19:46:48.880,4,
356,46,64,2011-06-10 19:50:15.273,5,
358,139,308,2011-06-10 22:31:00.603,2,
360,143,359,2011-06-11 10:49:01.527,5,7
361,64,359,2011-06-11 13:51:55.197,8,1
363,199,237,2011-06-11 14:14:32.780,4,6
367,143,364,2011-06-11 17:25:17.583,0,1
368,73,366,2011-06-11 17:38:12.093,12,2
369,143,362,2011-06-11 18:05:47.360,4,5
370,81,362,2011-06-11 18:46:35.197,5,1
372,98,365,2011-06-11 20:43:08.440,4,
373,4,371,2011-06-12 00:53:35.197,4,4
374,23,362,2011-06-12 03:07:05.417,13,2
375,57,365,2011-06-12 03:41:56.480,3,
377,226,285,2011-06-12 09:15:58.893,1,
379,218,376,2011-06-12 13:17:24.660,9,3
380,218,378,2011-06-12 13:21:58.103,5,2
381,22,378,2011-06-12 13:56:43.363,5,
382,22,347,2011-06-12 14:05:24.810,6,1
383,117,364,2011-06-12 14:12:22.137,3,
385,240,384,2011-06-12 15:17:16.977,2,
386,23,384,2011-06-12 15:20:01.890,12,3
387,218,237,2011-06-12 15:40:42.640,7,
388,218,2,2011-06-12 17:55:20.797,9,
389,218,357,2011-06-12 18:15:13.703,3,2
392,205,390,2011-06-12 21:12:39.923,4,
394,61,393,2011-06-12 23:32:42.827,12,2
395,22,393,2011-06-13 03:32:29.723,6,1
397,114,396,2011-06-13 09:43:25.657,3,1
398,4,396,2011-06-13 11:08:33.077,6,
399,53,362,2011-06-13 14:07:43.693,3,
401,23,400,2011-06-13 15:01:37.527,10,
402,143,400,2011-06-13 15:03:17.683,2,2
404,23,403,2011-06-13 17:21:24.360,11,4
405,252,376,2011-06-13 19:24:41.110,2,
406,253,120,2011-06-13 19:35:11.823,1,
409,33,393,2011-06-13 20:50:57.873,3,
410,254,408,2011-06-13 20:56:34.490,8,
411,22,408,2011-06-13 21:36:33.640,13,1
412,57,407,2011-06-13 22:36:16.307,8,2
415,51,413,2011-06-14 02:26:47.797,12,2
416,73,414,2011-06-14 03:29:21.620,12,
417,51,414,2011-06-14 05:54:17.137,6,1
419,23,418,2011-06-14 13:45:49.093,7,
421,218,420,2011-06-14 16:51:22.313,6,6
422,218,156,2011-06-14 17:36:40.463,5,2
424,218,423,2011-06-14 21:16:19.813,8,2
425,46,423,2011-06-14 21:43:49.937,4,
426,4,423,2011-06-14 22:48:31.743,11,2
428,51,427,2011-06-14 23:55:02.150,4,3
430,218,429,2011-06-15 14:19:26.850,4,3
431,23,429,2011-06-15 14:21:00.680,15,4
432,218,211,2011-06-15 21:04:00.023,3,
434,218,433,2011-06-15 22:15:01.307,11,
435,51,433,2011-06-15 22:15:39.233,23,
436,218,113,2011-06-15 22:38:06.940,2,
438,269,308,2011-06-15 23:23:06.527,2,
439,218,437,2011-06-16 01:44:54.757,7,
440,61,407,2011-06-16 02:07:26.210,8,2
443,,433,2011-06-16 21:26:33.987,2,
444,,336,2011-06-16 22:13:33.077,1,
446,61,445,2011-06-17 01:30:32.410,3,4
447,218,445,2011-06-17 01:33:41.973,6,
449,23,442,2011-06-17 02:18:11.173,8,4
450,279,211,2011-06-17 05:58:04.470,3,
451,279,211,2011-06-17 06:03:07.200,3,
452,46,445,2011-06-17 13:55:05.040,0,
453,46,408,2011-06-17 14:12:04.223,4,
456,143,454,2011-06-17 16:24:59.217,-2,2
458,218,455,2011-06-17 17:17:24.167,11,3
459,218,457,2011-06-17 17:28:45.103,3,3
460,286,427,2011-06-17 17:42:06.167,1,
461,218,454,2011-06-17 17:51:40.520,4,
462,,393,2011-06-17 18:41:45.367,2,
463,159,454,2011-06-17 19:18:54.037,2,
464,23,152,2011-06-17 19:35:11.537,5,4
468,73,467,2011-06-17 20:43:45.340,16,5
469,283,455,2011-06-17 21:02:03.697,1,
471,218,470,2011-06-17 21:58:45.533,2,
473,283,472,2011-06-17 23:13:20.613,1,
476,22,467,2011-06-17 23:40:49.307,13,2
477,283,237,2011-06-17 23:40:59.363,0,
478,22,457,2011-06-17 23:53:28.737,3,
479,61,467,2011-06-18 00:08:59.050,8,1
480,160,457,2011-06-18 00:12:43.367,3,
481,22,154,2011-06-18 00:18:32.133,0,
482,22,5,2011-06-18 00:34:27.790,6,
483,4,472,2011-06-18 07:08:09.390,8,7
485,73,484,2011-06-18 18:07:42.127,11,1
486,4,474,2011-06-18 22:45:00.203,4,4
489,64,472,2011-06-19 12:55:55.620,2,1
491,218,490,2011-06-19 14:21:02.793,2,2
492,191,490,2011-06-19 15:16:21.830,7,1
494,73,470,2011-06-19 22:56:27.643,8,
498,29,496,2011-06-20 07:14:20.360,2,7
499,304,496,2011-06-20 08:15:27.250,2,2
500,304,86,2011-06-20 08:29:38.627,1,
501,22,495,2011-06-20 13:14:16.500,1,
505,23,504,2011-06-20 15:16:06.767,12,3
506,23,503,2011-06-20 15:25:22.377,2,2
507,218,502,2011-06-20 17:42:19.913,12,1
509,23,508,2011-06-20 18:32:50.837,4,
510,308,503,2011-06-20 21:29:46.430,3,
511,22,508,2011-06-20 22:22:29.383,0,
512,22,493,2011-06-20 22:24:38.710,0,
515,23,513,2011-06-21 01:01:37.060,16,
516,159,504,2011-06-21 03:17:51.190,6,2
517,81,513,2011-06-21 04:54:59.177,9,
518,218,493,2011-06-21 12:00:45.467,1,2
521,110,519,2011-06-21 13:22:32.857,1,1
524,23,519,2011-06-21 14:24:39.587,6,
526,304,120,2011-06-21 14:38:46.820,3,
527,23,522,2011-06-21 14:39:56.330,5,2
531,81,525,2011-06-21 18:30:23.783,3,2
532,8,528,2011-06-21 20:32:32.923,7,
534,23,533,2011-06-21 21:42:58.197,11,2
535,23,523,2011-06-21 22:38:57.057,3,1
537,73,536,2011-06-22 05:57:54.697,11,
539,218,520,2011-06-22 12:38:44.150,3,2
540,218,523,2011-06-22 12:50:14.380,1,
542,218,538,2011-06-22 13:01:59.817,17,2
543,218,541,2011-06-22 13:11:34.853,14,
544,218,536,2011-06-22 13:36:44.873,4,
545,117,541,2011-06-22 13:42:48.873,5,3
547,22,533,2011-06-22 15:14:01.723,1,4
548,201,423,2011-06-22 17:11:37.773,2,
549,170,533,2011-06-22 18:05:08.377,5,2
550,23,528,2011-06-22 18:05:13.653,5,
551,326,119,2011-06-22 18:29:11.420,2,
553,143,552,2011-06-22 19:59:25.807,0,1
554,269,552,2011-06-22 20:39:33.527,3,
555,4,552,2011-06-22 20:48:38.327,4,
556,81,552,2011-06-22 20:48:54.067,0,
557,326,124,2011-06-23 01:55:00.917,2,
558,218,546,2011-06-23 02:24:59.720,0,
560,330,541,2011-06-23 13:19:54.537,3,
561,98,559,2011-06-23 14:03:56.763,1,
562,23,559,2011-06-23 14:11:10.440,5,1
563,218,559,2011-06-23 18:10:39.193,1,
567,336,565,2011-06-24 02:20:41.420,10,
568,4,565,2011-06-24 03:00:54.443,4,3
569,4,566,2011-06-24 03:07:46.000,3,5
570,61,566,2011-06-24 04:24:53.187,3,2
572,81,566,2011-06-24 07:28:32.773,3,2
573,4,571,2011-06-24 08:35:02.710,7,
574,110,571,2011-06-24 09:00:34.850,1,2
575,218,565,2011-06-24 10:29:35.353,4,
576,8,565,2011-06-24 11:05:42.687,10,
577,218,566,2011-06-24 14:06:42.087,1,
578,218,571,2011-06-24 14:18:14.953,0,
580,218,579,2011-06-24 17:07:26.760,2,
582,218,581,2011-06-24 19:02:10.340,10,2
583,231,579,2011-06-24 19:08:31.297,1,
585,218,584,2011-06-24 20:27:00.367,5,
586,8,584,2011-06-24 20:36:53.467,6,1
588,336,587,2011-06-25 01:58:27.147,3,
589,64,566,2011-06-25 02:29:02.970,0,
590,330,587,2011-06-25 07:58:59.987,3,2
591,218,587,2011-06-25 10:44:46.037,8,
592,61,579,2011-06-25 15:48:32.337,1,
593,73,587,2011-06-25 16:55:22.217,10,2
594,299,493,2011-06-26 02:39:58.887,1,
595,159,533,2011-06-26 23:34:53.083,1,
596,316,565,2011-06-27 04:04:07.733,1,2
598,61,597,2011-06-27 11:49:49.663,2,2
599,304,565,2011-06-27 14:37:15.833,1,1
600,23,597,2011-06-27 14:56:23.660,2,4
601,304,18,2011-06-27 15:19:45.500,3,
603,23,602,2011-06-27 15:29:47.090,7,
604,160,546,2011-06-27 17:13:06.417,1,1
605,29,602,2011-06-27 20:02:30.200,1,0
606,22,602,2011-06-27 22:48:37.543,7,0
609,218,607,2011-06-28 01:12:09.280,6,1
610,218,608,2011-06-28 01:20:13.110,5,2
612,218,611,2011-06-28 11:52:05.620,8,
613,330,611,2011-06-28 11:52:23.997,4,
615,8,611,2011-06-28 13:48:31.517,3,
616,218,614,2011-06-28 15:01:47.733,10,
617,33,597,2011-06-28 16:24:01.530,1,9
619,61,618,2011-06-29 00:07:28.737,5,3
621,218,620,2011-06-29 03:10:20.597,3,
622,23,620,2011-06-29 03:59:16.553,4,
624,110,623,2011-06-29 09:25:08.693,3,
626,218,625,2011-06-29 11:51:52.323,7,
627,218,623,2011-06-29 12:17:52.910,6,
628,330,623,2011-06-29 14:58:47.433,2,
629,218,10,2011-06-29 16:28:09.697,5,1
630,57,620,2011-06-29 16:49:50.083,3,
632,23,631,2011-06-30 16:27:48.110,14,3
634,23,633,2011-06-30 21:13:45.743,12,7
635,68,633,2011-06-30 21:14:34.223,16,6
637,218,636,2011-07-01 12:10:51.790,6,4
651,23,650,2011-07-02 02:51:27.803,3,
654,51,650,2011-07-02 06:20:25.930,5,1
656,22,655,2011-07-02 23:39:38.603,2,3
657,218,650,2011-07-02 23:44:39.673,2,1
658,386,211,2011-07-03 14:31:47.693,2,1
659,393,581,2011-07-03 15:29:31.500,1,
660,394,81,2011-07-03 15:37:53.713,3,
662,394,631,2011-07-03 15:49:10.473,2,2
663,398,661,2011-07-03 16:25:48.830,6,1
664,8,661,2011-07-03 16:54:31.853,7,
665,402,211,2011-07-03 17:33:52.983,1,
666,394,408,2011-07-03 18:15:57.773,1,1
667,409,631,2011-07-03 18:48:14.553,4,1
669,394,566,2011-07-03 20:32:00.203,2,
670,218,668,2011-07-03 21:02:31.857,9,2
671,218,661,2011-07-03 21:15:40.650,3,
673,420,408,2011-07-03 22:13:57.837,2,1
674,23,672,2011-07-03 22:35:38.333,5,1
676,218,675,2011-07-03 23:15:58.597,3,
677,23,675,2011-07-03 23:16:02.317,6,
678,422,528,2011-07-04 00:16:49.900,2,
681,425,441,2011-07-04 03:35:18.560,1,
683,429,625,2011-07-04 09:20:02.943,7,1
684,433,680,2011-07-04 10:52:30.013,2,
685,433,679,2011-07-04 10:59:27.387,3,
687,73,680,2011-07-04 13:34:25.433,4,
688,22,675,2011-07-04 14:25:02.697,4,
689,384,661,2011-07-04 14:56:40.417,2,2
690,394,611,2011-07-04 15:46:24.733,1,
691,437,631,2011-07-04 15:53:35.053,2,1
692,218,679,2011-07-04 16:01:23.280,8,1
693,437,623,2011-07-04 16:22:20.053,2,
694,394,240,2011-07-04 16:49:35.550,4,
695,437,536,2011-07-04 16:58:15.590,4,2
697,23,696,2011-07-04 18:00:47.383,8,1
700,51,699,2011-07-04 19:44:40.803,8,1
701,394,393,2011-07-04 20:11:49.487,3,
702,102,698,2011-07-04 20:13:05.980,3,
703,218,698,2011-07-04 20:32:49.377,3,
704,398,696,2011-07-04 20:49:01.293,2,
705,443,696,2011-07-05 01:45:25.817,10,2
707,218,706,2011-07-05 12:01:35.433,5,1
708,394,661,2011-07-05 13:03:57.653,3,
710,51,709,2011-07-05 14:06:50.553,5,1
712,199,32,2011-07-05 14:51:09.973,1,
713,394,711,2011-07-05 15:24:15.317,7,3
714,394,608,2011-07-05 16:07:07.463,4,1
715,454,650,2011-07-05 18:29:10.100,1,3
716,454,522,2011-07-05 18:36:02.737,2,
717,454,502,2011-07-05 18:46:08.157,1,
718,46,711,2011-07-05 20:14:38.533,4,
719,46,706,2011-07-05 20:26:27.803,2,3
721,394,245,2011-07-06 01:03:00.093,1,
722,398,720,2011-07-06 03:15:25.410,2,
724,81,723,2011-07-06 06:02:13.567,4,
726,460,725,2011-07-06 08:29:38.603,4,11
727,394,723,2011-07-06 10:38:54.687,7,1
728,218,711,2011-07-06 12:57:30.827,4,6
729,218,709,2011-07-06 13:21:01.167,3,2
730,33,618,2011-07-06 18:56:48.853,4,
734,23,733,2011-07-07 04:35:04.493,2,1
735,4,732,2011-07-07 08:59:46.330,5,4
736,330,732,2011-07-07 10:12:52.050,2,
737,330,668,2011-07-07 10:34:50.767,3,
739,170,738,2011-07-07 21:42:53.743,5,1
740,81,738,2011-07-07 22:20:14.577,1,
741,398,738,2011-07-08 00:14:48.763,7,5
742,394,738,2011-07-08 03:54:23.850,3,
745,398,744,2011-07-08 20:57:51.410,6,4
748,394,747,2011-07-09 12:48:30.283,10,4
751,423,679,2011-07-11 03:50:52.033,1,
754,460,752,2011-07-11 07:09:47.390,3,
755,490,752,2011-07-11 07:10:44.500,4,
756,394,752,2011-07-11 10:59:00.517,21,
757,433,753,2011-07-11 11:06:27.763,11,5
758,22,752,2011-07-11 13:17:59.130,8,
759,493,706,2011-07-11 14:55:37.940,3,
760,394,743,2011-07-11 15:34:19.710,4,1
762,460,761,2011-07-11 16:51:40.257,5,
764,73,763,2011-07-12 00:39:29.113,6,2
765,498,763,2011-07-12 01:27:32.173,-2,1
766,73,761,2011-07-12 03:05:36.693,5,
767,81,706,2011-07-12 04:12:15.167,2,
768,218,763,2011-07-12 11:57:17.400,4,6
772,160,771,2011-07-14 03:21:30.470,1,4
773,61,771,2011-07-14 04:48:05.860,8,4
774,307,771,2011-07-14 06:33:02.493,12,4
776,218,771,2011-07-14 17:14:25.743,3,
777,398,775,2011-07-14 19:11:36.307,5,4
778,357,336,2011-07-14 19:30:03.263,1,2
779,357,775,2011-07-14 19:44:06.807,5,
781,357,771,2011-07-14 19:50:01.403,6,
783,487,782,2011-07-14 20:42:57.973,1,1
784,8,780,2011-07-14 22:51:56.933,7,2
785,159,780,2011-07-15 05:41:49.267,5,2
787,398,786,2011-07-15 07:55:45.187,11,2
788,429,782,2011-07-15 08:10:24.677,7,
790,13,789,2011-07-15 15:54:59.737,3,
793,511,633,2011-07-15 16:52:02.497,4,1
797,511,320,2011-07-15 17:19:20.603,3,2
801,398,791,2011-07-15 19:49:56.007,10,6
802,218,789,2011-07-15 19:50:14.457,4,
803,81,799,2011-07-15 23:35:22.293,5,
805,300,400,2011-07-16 11:14:15.017,2,
806,159,633,2011-07-16 18:41:32.283,3,
807,159,782,2011-07-16 19:08:40.000,4,
808,159,800,2011-07-16 19:37:40.227,4,
809,159,750,2011-07-16 19:43:58.853,3,
811,81,810,2011-07-17 17:10:08.770,6,2
812,13,800,2011-07-17 18:11:56.237,2,
814,159,706,2011-07-17 18:56:57.087,4,
815,398,813,2011-07-17 19:12:59.740,21,4
817,33,782,2011-07-18 15:18:11.610,3,
819,336,782,2011-07-18 15:40:29.753,2,
821,50,820,2011-07-19 03:33:40.313,2,
824,429,823,2011-07-19 09:19:15.400,4,2
825,486,822,2011-07-19 09:59:48.750,8,1
826,126,429,2011-07-19 10:30:04.037,0,
828,218,827,2011-07-19 14:01:51.513,12,
829,398,820,2011-07-19 16:32:52.410,5,7
830,429,804,2011-07-19 18:26:59.110,5,
832,398,831,2011-07-19 21:56:20.473,5,
833,73,827,2011-07-20 01:08:40.867,8,5
836,81,834,2011-07-20 07:02:53.890,9,4
838,71,831,2011-07-20 15:41:13.020,4,6
841,218,839,2011-07-20 19:09:20.783,8,3
843,13,840,2011-07-20 21:08:35.953,5,5
844,528,840,2011-07-21 00:29:48.710,4,
845,22,840,2011-07-21 00:42:49.020,4,2
847,454,840,2011-07-21 03:27:38.223,3,
849,218,848,2011-07-21 12:08:16.533,6,
850,218,842,2011-07-21 13:29:57.180,3,
851,46,846,2011-07-21 13:36:29.667,5,1
852,46,846,2011-07-21 13:40:08.027,4,1
854,81,853,2011-07-21 17:55:43.997,6,
856,218,855,2011-07-21 19:20:51.633,4,
858,454,857,2011-07-21 19:34:40.457,5,1
859,218,857,2011-07-21 19:38:33.170,4,4
860,22,857,2011-07-21 21:54:21.827,7,2
862,53,855,2011-07-22 02:34:31.150,5,
863,460,861,2011-07-22 07:46:06.600,1,2
867,254,866,2011-07-22 20:45:22.800,2,
868,254,861,2011-07-22 21:10:41.140,2,
870,540,869,2011-07-22 22:41:03.980,2,1
871,13,865,2011-07-22 22:43:27.647,1,1
872,398,861,2011-07-23 00:46:23.420,3,
