QId_x,QUserId,QTags,QTime,QAcceptedAnswerId,QScore,QViewCount,QAnswerCount,QCommentCount,AId,AUserId,QId_y,ATime,AScore,ACommentCount
356,151.0,<poetry><edgar-allan-poe><the-raven><plagiarism>,2017-01-20 04:41:57.597,417.0,18,382,1,0,417,71.0,356,2017-01-20 20:54:10.540,15,5
357,115.0,<poetry><william-blake>,2017-01-20 04:53:03.963,406.0,8,633,1,0,406,20.0,357,2017-01-20 18:41:52.197,4,0
360,186.0,<moral><the-hunger-games><suzanne-collins>,2017-01-20 05:32:56.273,438.0,6,141,1,4,438,17.0,360,2017-01-21 02:23:43.123,16,1
363,186.0,<wording-choice><alfred-tennyson><the-lady-of-shalott>,2017-01-20 05:59:20.447,987.0,15,149,2,0,987,289.0,363,2017-01-25 19:33:41.853,8,0
364,186.0,<the-lady-of-shalott><alfred-tennyson>,2017-01-20 06:06:51.227,366.0,14,195,1,0,366,80.0,364,2017-01-20 07:39:30.050,10,0
371,205.0,<j-r-r-tolkien><the-lord-of-the-rings><fictional-languages>,2017-01-20 10:09:57.437,372.0,17,367,2,0,372,80.0,371,2017-01-20 10:25:42.343,23,2
377,37.0,<symbolism><bridge-to-terabithia><katherine-paterson>,2017-01-20 10:59:21.853,379.0,6,68,1,0,379,29.0,377,2017-01-20 11:04:34.093,6,0
383,37.0,<symbolism><nathaniel-hawthorne><the-scarlet-letter>,2017-01-20 12:04:01.463,471.0,10,138,1,3,471,72.0,383,2017-01-21 15:49:01.317,4,0
384,85.0,<translation><song-lyrics><french-literature><les-miserables><victor-hugo>,2017-01-20 12:44:14.590,391.0,-1,272,3,10,391,20.0,384,2017-01-20 15:19:31.110,14,2
389,62.0,<the-hunger-games><suzanne-collins><origins>,2017-01-20 15:14:27.217,396.0,13,120,1,0,396,17.0,389,2017-01-20 15:41:03.270,18,2
390,72.0,<george-orwell><animal-farm><censorship>,2017-01-20 15:16:16.813,397.0,15,934,1,4,397,62.0,390,2017-01-20 15:43:32.573,19,2
405,32.0,<erma-bombeck>,2017-01-20 18:12:08.363,413.0,1,47,1,0,413,,405,2017-01-20 20:42:23.533,5,0
407,168.0,<meaning><george-r-r-martin><a-song-of-ice-and-fire>,2017-01-20 19:48:36.273,408.0,12,328,2,3,408,85.0,407,2017-01-20 19:58:25.480,13,5
409,86.0,<fictional-languages><wording-choice>,2017-01-20 20:21:33.240,412.0,13,470,2,0,412,62.0,409,2017-01-20 20:28:19.223,18,3
418,10.0,<j-r-r-tolkien><the-lord-of-the-rings>,2017-01-20 20:54:49.483,420.0,-5,347,2,1,420,85.0,418,2017-01-20 21:07:42.127,10,0
421,143.0,<symbolism><poetry><dylan-thomas>,2017-01-20 22:09:59.610,424.0,9,557,2,2,424,85.0,421,2017-01-20 22:47:20.047,8,6
423,143.0,<poetry><symbolism><william-carlos-williams>,2017-01-20 22:43:50.180,896.0,8,325,3,7,896,85.0,423,2017-01-24 22:00:05.173,3,0
425,143.0,<poetry><william-carlos-williams>,2017-01-20 23:00:44.547,442.0,2,120,2,0,442,17.0,425,2017-01-21 03:57:48.507,5,1
426,42.0,<margaret-atwood>,2017-01-20 23:33:56.307,427.0,18,2646,1,1,427,80.0,426,2017-01-21 00:10:21.537,18,1
428,17.0,<thomas-hardy>,2017-01-21 00:12:01.503,429.0,6,63,1,0,429,72.0,428,2017-01-21 00:49:55.437,4,0
443,134.0,<louisa-may-alcott><little-men>,2017-01-21 04:40:43.210,1639.0,7,43,1,0,1639,289.0,443,2017-02-13 10:18:46.393,6,0
444,80.0,<william-shakespeare><macbeth>,2017-01-21 06:41:29.937,478.0,13,155,1,4,478,20.0,444,2017-01-21 17:00:47.803,12,4
448,31.0,<russian-literature><strugatsky-brothers>,2017-01-21 12:45:29.827,627.0,7,94,1,3,627,11.0,448,2017-01-22 10:54:36.797,10,0
470,141.0,<the-wind-in-the-willows><kenneth-grahame>,2017-01-21 15:29:25.480,479.0,8,100,2,2,479,17.0,470,2017-01-21 17:04:31.527,5,3
473,25.0,<wool><hugh-howey><title>,2017-01-21 16:28:05.620,476.0,4,99,2,1,476,17.0,473,2017-01-21 16:33:39.240,4,0
475,25.0,<hugh-howey><wool>,2017-01-21 16:31:02.077,480.0,4,68,1,0,480,67.0,475,2017-01-21 17:23:07.830,3,0
477,68.0,<awards>,2017-01-21 16:50:43.797,494.0,6,190,4,0,494,,477,2017-01-21 21:26:57.047,14,1
482,168.0,<timeline><catch-22><joseph-heller>,2017-01-21 18:26:39.333,1101.0,7,85,1,2,1101,120.0,482,2017-01-28 11:53:45.920,9,0
488,143.0,<poetry><translation><martin-niemoller>,2017-01-21 20:37:41.437,740.0,4,223,1,0,740,17.0,488,2017-01-23 03:09:50.560,3,1
489,58.0,<j-r-r-tolkien><the-lord-of-the-rings>,2017-01-21 21:04:18.157,943.0,9,186,1,1,943,280.0,489,2017-01-25 09:03:45.443,10,0
491,97.0,<poetry>,2017-01-21 21:04:55.367,492.0,-7,168,1,3,492,58.0,491,2017-01-21 21:09:14.587,7,4
493,,<poetry><robert-frost><the-road-not-taken>,2017-01-21 21:22:45.497,2036.0,13,1160,8,3,2036,869.0,493,2017-03-10 22:19:16.290,9,1
495,80.0,<cahalen-morrison>,2017-01-21 21:57:19.607,687.0,4,48,1,2,687,262.0,495,2017-01-22 14:20:33.013,4,0
500,58.0,<lois-lowry><the-giver>,2017-01-21 22:16:55.340,613.0,7,937,1,1,613,225.0,500,2017-01-22 06:38:31.560,6,2
503,58.0,<john-grisham><theodore-boone>,2017-01-21 22:44:48.060,504.0,-1,47,2,2,504,143.0,503,2017-01-21 22:58:40.717,2,0
509,143.0,<john-grisham><theodore-boone><setting>,2017-01-22 00:12:34.257,606.0,6,1484,1,2,606,123.0,509,2017-01-22 02:45:08.197,6,2
510,58.0,<brian-jacques><redwall-series>,2017-01-22 00:14:29.480,512.0,8,60,2,0,512,17.0,510,2017-01-22 00:24:06.493,4,1
513,141.0,<the-wind-in-the-willows><kenneth-grahame>,2017-01-22 00:27:48.063,2471.0,7,137,1,1,2471,129.0,513,2017-05-02 10:09:16.457,2,2
588,17.0,<jorge-luis-borges><literary-device><metaliterature>,2017-01-22 02:10:29.147,2210.0,17,177,1,6,2210,255.0,588,2017-03-29 17:55:23.493,10,0
614,58.0,<the-39-clues>,2017-01-22 08:08:52.587,726.0,3,25,1,1,726,72.0,614,2017-01-22 23:36:38.090,4,0
621,58.0,<comics><calvin-and-hobbes><bill-watterson>,2017-01-22 08:43:26.770,661.0,50,8309,4,6,661,262.0,621,2017-01-22 12:06:21.727,61,0
623,58.0,<c-s-lewis><the-chronicles-of-narnia>,2017-01-22 09:16:39.530,624.0,12,225,3,0,624,58.0,623,2017-01-22 09:16:39.530,12,5
658,143.0,<rick-riordan><intertextuality>,2017-01-22 11:24:13.507,659.0,4,199,1,0,659,58.0,658,2017-01-22 11:25:04.937,6,0
673,11.0,<symbolism><russian-literature><strugatsky-brothers><hard-to-be-a-god>,2017-01-22 12:40:40.237,2366.0,13,306,3,5,2366,115.0,673,2017-04-20 03:21:21.863,6,4
674,97.0,<terminology>,2017-01-22 12:47:50.990,675.0,16,1305,1,0,675,9.0,674,2017-01-22 12:50:49.080,14,2
678,143.0,<john-grisham><theodore-boone>,2017-01-22 12:53:45.237,685.0,3,54,1,1,685,123.0,678,2017-01-22 13:44:49.547,3,0
681,95.0,<terminology><comics>,2017-01-22 13:23:53.683,684.0,11,155,1,0,684,9.0,681,2017-01-22 13:29:31.480,9,0
688,143.0,<symbolism><george-orwell><animal-farm>,2017-01-22 14:30:41.500,701.0,1,491,1,0,701,262.0,688,2017-01-22 16:42:40.853,8,3
689,143.0,<gullivers-travels><jonathan-swift>,2017-01-22 14:45:31.220,698.0,5,108,1,4,698,72.0,689,2017-01-22 16:09:41.610,4,0
691,71.0,<arthur-conan-doyle><sherlock-holmes>,2017-01-22 15:10:46.113,693.0,6,104,1,0,693,17.0,691,2017-01-22 15:44:58.527,7,0
692,72.0,<george-r-r-martin><a-song-of-ice-and-fire>,2017-01-22 15:43:53.487,697.0,10,320,3,0,697,17.0,692,2017-01-22 15:49:35.313,16,2
702,9.0,<lewis-carroll><alice-in-wonderland>,2017-01-22 16:51:12.750,707.0,28,10233,3,11,707,17.0,702,2017-01-22 17:10:42.380,29,2
712,134.0,<edgar-allan-poe>,2017-01-22 17:21:03.307,774.0,10,502,1,0,774,146.0,712,2017-01-23 14:11:22.867,5,0
715,143.0,<reading-order><rick-riordan>,2017-01-22 20:39:47.163,717.0,2,5476,1,0,717,58.0,715,2017-01-22 20:58:54.697,14,1
716,18.0,<title><ernest-hemingway><a-moveable-feast>,2017-01-22 20:40:53.517,720.0,11,165,1,0,720,71.0,716,2017-01-22 21:28:32.887,6,0
718,143.0,<thomas-wolfe>,2017-01-22 21:07:44.893,2947.0,5,36,1,0,2947,1816.0,718,2017-07-05 19:20:01.837,2,0
721,143.0,<george-orwell><animal-farm>,2017-01-22 21:28:42.740,724.0,3,206,1,0,724,72.0,721,2017-01-22 22:57:56.247,5,0
722,143.0,<character-analysis><sherlock-holmes><arthur-conan-doyle><religion>,2017-01-22 22:15:48.627,770.0,23,505,2,4,770,35.0,722,2017-01-23 13:07:14.207,25,4
728,174.0,<zen-and-art-of-motorcycle-maint><robert-m-pirsig>,2017-01-23 00:02:02.287,1143.0,10,140,1,0,1143,241.0,728,2017-01-29 16:20:36.127,8,3
730,,<sherlock-holmes><arthur-conan-doyle><setting>,2017-01-23 00:12:26.780,731.0,6,238,1,0,731,71.0,730,2017-01-23 00:23:36.930,5,4
736,17.0,<c-s-lewis><inspiration><neil-gaiman><stardust><the-chronicles-of-narnia>,2017-01-23 01:16:57.757,748.0,11,239,2,1,748,129.0,736,2017-01-23 09:30:04.293,7,7
742,186.0,<symbolism><anna-karenina><leo-tolstoy>,2017-01-23 05:06:21.197,802.0,8,90,1,0,802,124.0,742,2017-01-23 19:42:58.283,4,0
752,143.0,<gullivers-travels><jonathan-swift>,2017-01-23 11:26:14.800,778.0,4,173,2,7,778,72.0,752,2017-01-23 15:07:52.433,7,0
753,143.0,<gullivers-travels><jonathan-swift>,2017-01-23 11:42:44.413,777.0,5,50,1,1,777,72.0,753,2017-01-23 14:59:05.827,4,2
768,143.0,<symbolism><gullivers-travels><jonathan-swift>,2017-01-23 12:57:29.470,780.0,4,342,1,0,780,72.0,768,2017-01-23 15:22:37.797,3,0
769,143.0,<gullivers-travels><jonathan-swift><religion>,2017-01-23 13:02:49.590,781.0,4,79,2,0,781,72.0,769,2017-01-23 15:34:23.103,7,0
771,95.0,<terminology><comics>,2017-01-23 13:28:54.533,782.0,19,575,3,2,782,11.0,771,2017-01-23 15:47:29.333,19,0
775,58.0,<rick-riordan><the-heroes-of-olympus>,2017-01-23 14:38:02.977,1284.0,3,53,1,0,1284,372.0,775,2017-02-01 07:21:14.880,2,2
779,250.0,<jane-eyre><charlotte-bronte>,2017-01-23 15:12:28.677,2580.0,4,509,1,4,2580,273.0,779,2017-05-24 05:22:04.590,5,0
783,37.0,<fahrenheit-451><ray-bradbury>,2017-01-23 17:04:58.307,807.0,5,101,1,0,807,262.0,783,2017-01-23 21:14:22.060,6,0
784,121.0,<moral><dr-seuss>,2017-01-23 17:28:27.813,799.0,13,453,1,4,799,85.0,784,2017-01-23 19:16:36.333,10,0
788,72.0,<reading-order><thomas-pynchon>,2017-01-23 18:47:17.420,828.0,4,512,2,9,828,181.0,788,2017-01-24 05:36:34.563,6,0
794,16.0,<animorphs><k-a-applegate>,2017-01-23 19:06:58.093,1121.0,5,88,1,3,1121,201.0,794,2017-01-28 19:33:48.200,4,0
800,16.0,<k-a-applegate>,2017-01-23 19:20:39.963,803.0,6,247,1,0,803,262.0,800,2017-01-23 19:54:55.007,9,0
805,16.0,<j-r-r-tolkien><the-hobbit>,2017-01-23 20:56:58.320,806.0,15,259,4,7,806,58.0,805,2017-01-23 21:02:31.100,16,0
808,143.0,<symbolism><poetry><dylan-thomas>,2017-01-23 21:53:08.793,811.0,5,821,1,0,811,85.0,808,2017-01-23 22:07:40.527,2,2
812,71.0,<j-r-r-tolkien><the-silmarillion>,2017-01-23 22:15:34.500,2264.0,11,245,1,3,2264,17.0,812,2017-04-06 00:00:43.340,7,0
815,17.0,<sherlock-holmes><short-stories><story-identification>,2017-01-24 01:10:21.923,816.0,8,232,1,0,816,71.0,815,2017-01-24 01:20:28.403,11,0
824,132.0,<e-m-forster><a-passage-to-india>,2017-01-24 03:01:56.923,1637.0,14,137,1,5,1637,203.0,824,2017-02-13 08:02:19.963,5,0
829,221.0,<reading-order><marcel-proust><french-literature>,2017-01-24 07:16:48.093,1464.0,5,377,1,0,1464,289.0,829,2017-02-09 10:58:45.467,4,0
830,221.0,<fyodor-dostoyevsky><religion>,2017-01-24 07:26:41.453,837.0,6,91,1,4,837,143.0,830,2017-01-24 11:03:56.690,8,0
832,58.0,<story-identification>,2017-01-24 09:56:57.563,834.0,11,207,1,0,834,80.0,832,2017-01-24 10:05:03.483,11,2
839,143.0,<roland-barthes><the-death-of-the-author>,2017-01-24 11:51:18.257,886.0,1,34,1,0,886,33.0,839,2017-01-24 17:55:34.167,4,0
840,143.0,<roland-barthes><the-death-of-the-author>,2017-01-24 11:55:49.673,921.0,9,162,1,3,921,33.0,840,2017-01-24 23:00:04.177,8,0
872,32.0,<character-analysis><dan-brown>,2017-01-24 14:12:17.183,1099.0,0,162,2,1,1099,,872,2017-01-28 09:01:43.497,6,0
873,32.0,<nursery-rhyme><meaning>,2017-01-24 14:16:37.923,874.0,6,1417,3,0,874,96.0,873,2017-01-24 14:20:04.050,9,4
878,76.0,<short-stories><spanish-literature><racism><rosario-castellanos>,2017-01-24 15:14:17.600,951.0,9,247,1,0,951,76.0,878,2017-01-25 12:50:39.083,12,1
883,43.0,<terminology><fairy-tales>,2017-01-24 15:59:53.550,884.0,6,136,1,0,884,280.0,883,2017-01-24 16:13:55.817,8,2
895,143.0,<poetry><symbolism><sylvia-plath>,2017-01-24 21:59:48.703,1055.0,5,1193,1,0,1055,289.0,895,2017-01-26 21:45:28.443,7,0
922,,<t-s-eliot><wording-choice><the-waste-land>,2017-01-24 23:19:06.103,2881.0,10,1288,5,0,2881,258.0,922,2017-06-30 06:09:28.663,4,1
