QId_x,QUserId,QTags,QTime,QAcceptedAnswerId,QScore,QViewCount,QAnswerCount,QCommentCount,AId,AUserId,QId_y,ATime,AScore,ACommentCount
72,47.0,<employees><hiring>,2014-07-31 07:38:37.490,77.0,10,265.0,5.0,4.0,77,,72,2014-07-31 08:00:49.190,15,2.0
78,113.0,<tech-company><marketing><b2b>,2014-07-31 08:40:40.497,83.0,7,458.0,2.0,1.0,83,116.0,78,2014-07-31 09:39:50.117,4,1.0
80,115.0,<marketing><intellectual-property><united-kingdom>,2014-07-31 09:10:20.870,81.0,9,86.0,1.0,0.0,81,59.0,80,2014-07-31 09:22:00.443,7,2.0
82,117.0,<tech-company><silicon-valley>,2014-07-31 09:24:53.723,1254.0,21,2338.0,2.0,2.0,1254,1288.0,82,2014-11-04 04:32:11.703,10,1.0
86,115.0,<united-kingdom><ltd><director-duties>,2014-07-31 10:10:01.770,251.0,3,99.0,2.0,0.0,251,131.0,86,2014-08-05 17:44:26.337,4,0.0
87,99.0,<international><legal>,2014-07-31 10:19:52.043,132.0,5,181.0,3.0,3.0,132,43.0,87,2014-07-31 17:03:29.463,4,0.0
89,120.0,<business-proposal><partners><business-capital>,2014-07-31 10:35:33.167,93.0,9,673.0,2.0,0.0,93,9.0,89,2014-07-31 11:04:17.923,8,0.0
91,121.0,<partnership>,2014-07-31 10:47:50.517,163.0,19,1796.0,3.0,2.0,163,44.0,91,2014-08-01 16:03:31.280,9,0.0
104,116.0,<employees><employee-compensation><equity>,2014-07-31 13:48:05.800,129.0,7,232.0,5.0,0.0,129,131.0,104,2014-07-31 15:59:40.693,6,0.0
118,24.0,<united-states><llc><brand><umbrella>,2014-07-31 14:38:04.513,120.0,10,124.0,2.0,0.0,120,7.0,118,2014-07-31 15:04:23.550,7,0.0
121,36.0,<tech-company><international>,2014-07-31 15:24:19.880,133.0,10,220.0,2.0,0.0,133,70.0,121,2014-07-31 17:36:49.507,10,1.0
124,36.0,<intellectual-property><incubators>,2014-07-31 15:30:55.663,128.0,7,429.0,2.0,0.0,128,,124,2014-07-31 15:44:32.793,10,3.0
134,139.0,<llc><insurance>,2014-07-31 18:51:36.513,138.0,4,110.0,2.0,0.0,138,131.0,134,2014-07-31 22:13:20.930,4,0.0
140,7.0,<mobile-apps><minimum-viable-product>,2014-07-31 23:41:35.897,143.0,8,196.0,3.0,0.0,143,59.0,140,2014-08-01 00:18:29.177,2,0.0
141,43.0,<united-states><taxes><equity><83b>,2014-07-31 23:50:30.107,159.0,9,211.0,2.0,2.0,159,131.0,141,2014-08-01 10:29:36.953,6,0.0
145,132.0,<united-states><employees><employee-compensation><salary><ownership>,2014-08-01 02:01:52.373,146.0,8,180.0,2.0,0.0,146,9.0,145,2014-08-01 02:20:47.557,8,2.0
157,116.0,<vision><communication>,2014-08-01 07:39:48.917,160.0,9,567.0,2.0,1.0,160,146.0,157,2014-08-01 10:47:12.943,7,0.0
164,160.0,<united-states><us-government><paperwork>,2014-08-01 16:12:41.517,172.0,7,295.0,1.0,0.0,172,43.0,164,2014-08-01 21:18:19.473,6,8.0
165,160.0,<united-states><taxes>,2014-08-01 16:22:10.807,167.0,9,112.0,1.0,7.0,167,162.0,165,2014-08-01 17:03:53.930,8,0.0
169,161.0,<taxes><canada><corporation><sole-proprietorship>,2014-08-01 18:54:55.077,170.0,3,53.0,1.0,0.0,170,44.0,169,2014-08-01 19:08:07.820,5,0.0
184,43.0,<employee-compensation><equity><value><s-corporation>,2014-08-02 00:32:44.947,186.0,15,404.0,2.0,3.0,186,59.0,184,2014-08-02 03:22:49.913,9,0.0
189,172.0,<funding><canada><game-studio><grants>,2014-08-02 14:17:30.033,190.0,5,72.0,2.0,0.0,190,9.0,189,2014-08-02 16:17:06.523,4,0.0
191,9.0,<tech-company><mobile-apps><agile><project-management>,2014-08-02 20:40:01.593,199.0,5,900.0,2.0,3.0,199,43.0,191,2014-08-03 17:52:38.527,6,1.0
195,186.0,<equity>,2014-08-03 07:55:32.087,196.0,17,772.0,2.0,1.0,196,59.0,195,2014-08-03 09:39:07.387,9,1.0
200,88.0,<business-plan><founder><ceo><leadership>,2014-08-03 18:20:47.863,203.0,9,723.0,1.0,0.0,203,146.0,200,2014-08-03 18:44:31.810,10,0.0
209,60.0,<tech-company><business-card>,2014-08-03 23:15:29.307,226.0,5,1016.0,2.0,5.0,226,131.0,209,2014-08-04 14:40:24.393,6,6.0
210,60.0,<brand><naming>,2014-08-03 23:39:07.740,212.0,7,1341.0,1.0,0.0,212,44.0,210,2014-08-03 23:53:24.383,7,0.0
216,200.0,<tech-company><international><legal><gaming><india>,2014-08-04 07:39:16.143,218.0,6,189.0,2.0,3.0,218,43.0,216,2014-08-04 09:16:41.600,5,0.0
227,44.0,<tech-company><united-states><canada><hardware><discounts>,2014-08-04 14:44:53.707,911.0,4,97.0,1.0,10.0,911,1000.0,227,2014-10-06 01:24:28.500,1,0.0
236,217.0,<testing><beta-testing>,2014-08-04 22:07:14.513,240.0,7,116.0,3.0,2.0,240,88.0,236,2014-08-04 22:25:43.637,8,5.0
237,217.0,<united-states><corporation><filing><legal>,2014-08-04 22:09:45.267,239.0,5,131.0,1.0,2.0,239,43.0,237,2014-08-04 22:22:04.860,9,0.0
241,160.0,<united-states><llc><startup-costs><texas>,2014-08-04 22:34:35.467,254.0,3,159.0,1.0,9.0,254,9.0,241,2014-08-05 23:57:04.373,2,0.0
246,60.0,<tech-company><software><consulting>,2014-08-05 11:36:36.373,250.0,7,156.0,1.0,3.0,250,146.0,246,2014-08-05 16:38:45.257,5,7.0
253,224.0,<united-states><corporation><bootstrapping>,2014-08-05 21:14:22.143,382.0,12,189.0,2.0,0.0,382,68.0,253,2014-08-19 04:57:21.920,2,0.0
257,44.0,<tech-company><canada><sole-proprietorship><liability-insurance>,2014-08-06 07:17:26.740,272.0,4,128.0,1.0,1.0,272,248.0,257,2014-08-07 23:19:49.010,5,0.0
260,144.0,<mobile-apps><web-development><android-development><software>,2014-08-07 00:19:23.033,265.0,83,6079.0,20.0,9.0,265,233.0,260,2014-08-07 09:06:38.703,90,8.0
266,115.0,<legal><low-capital><ltd><lawyer>,2014-08-07 10:13:31.903,271.0,17,383.0,5.0,0.0,271,131.0,266,2014-08-07 20:59:28.607,6,1.0
267,242.0,<united-kingdom><ltd><salary><director-duties>,2014-08-07 11:38:39.037,268.0,11,364.0,3.0,3.0,268,115.0,267,2014-08-07 12:25:21.887,9,1.0
283,23.0,<united-states><international><entrepreneurism-abroad>,2014-08-09 03:21:50.957,284.0,5,89.0,1.0,0.0,284,43.0,283,2014-08-09 07:23:21.970,6,0.0
286,91.0,<business-plan><target-market>,2014-08-10 04:07:52.580,287.0,5,376.0,3.0,0.0,287,43.0,286,2014-08-10 04:22:10.443,1,0.0
291,59.0,<united-states><employees><growth>,2014-08-10 09:36:49.663,299.0,12,261.0,6.0,5.0,299,43.0,291,2014-08-10 22:03:47.750,4,0.0
292,59.0,<young-entrepreneurs><hiring>,2014-08-10 09:52:28.333,293.0,21,850.0,5.0,7.0,293,131.0,292,2014-08-10 11:28:17.810,13,0.0
301,200.0,<tech-company><business-plan><legal><e-commerce><website>,2014-08-11 09:08:32.783,304.0,7,342.0,5.0,0.0,304,131.0,301,2014-08-11 09:31:16.307,7,1.0
310,286.0,<business-registration><singapore>,2014-08-12 07:45:39.827,365.0,4,139.0,1.0,3.0,365,233.0,310,2014-08-18 06:48:46.207,3,0.0
311,9.0,<united-states><taxes><mobile-apps><new-hampshire><massachusetts>,2014-08-12 14:06:34.307,466.0,4,99.0,3.0,0.0,466,462.0,311,2014-08-22 18:22:20.420,2,0.0
338,9.0,<tech-company><mobile-apps><brand>,2014-08-13 16:30:10.990,340.0,3,113.0,3.0,0.0,340,59.0,338,2014-08-13 17:26:26.140,3,0.0
342,75.0,<equity><employee-compensation>,2014-08-13 18:09:59.107,343.0,8,624.0,1.0,0.0,343,59.0,342,2014-08-13 19:12:56.917,11,0.0
344,144.0,<intellectual-property><copyright><patent><non-disclosure-agreement>,2014-08-14 05:42:32.677,345.0,4,204.0,3.0,2.0,345,59.0,344,2014-08-14 06:51:06.587,8,1.0
352,285.0,<business-plan>,2014-08-15 15:53:27.520,353.0,2,77.0,2.0,0.0,353,43.0,352,2014-08-15 15:59:43.967,5,0.0
354,43.0,<tech-company><software><team>,2014-08-15 16:21:15.417,355.0,19,898.0,8.0,0.0,355,160.0,354,2014-08-15 16:38:49.010,16,0.0
358,119.0,<llc><united-kingdom><liquidation>,2014-08-17 09:31:06.123,421.0,2,181.0,2.0,3.0,421,423.0,358,2014-08-20 14:47:51.463,1,0.0
378,91.0,<marketing>,2014-08-19 02:12:18.100,380.0,3,130.0,3.0,0.0,380,354.0,378,2014-08-19 03:07:01.650,6,0.0
379,91.0,<business-plan><marketing><statistics>,2014-08-19 02:16:42.213,390.0,4,78.0,2.0,1.0,390,302.0,379,2014-08-19 12:05:29.507,5,3.0
383,68.0,<funding><financing>,2014-08-19 05:10:08.353,385.0,5,1063.0,1.0,1.0,385,43.0,383,2014-08-19 06:58:14.570,5,2.0
395,46.0,<united-states><legal><business-registration>,2014-08-19 14:48:03.590,397.0,3,132.0,2.0,0.0,397,353.0,395,2014-08-19 15:19:56.017,3,0.0
406,91.0,<business-plan><marketing><peer-to-peer>,2014-08-19 21:33:28.213,427.0,3,338.0,4.0,0.0,427,210.0,406,2014-08-20 16:57:00.903,3,0.0
410,68.0,<hiring><design>,2014-08-20 04:59:40.523,412.0,4,214.0,4.0,1.0,412,43.0,410,2014-08-20 05:54:02.067,4,2.0
437,416.0,<tech-company><startup-costs><cloud>,2014-08-21 10:58:05.770,471.0,2,508.0,3.0,4.0,471,479.0,437,2014-08-23 10:13:46.507,1,2.0
439,119.0,<law><lawyer>,2014-08-21 12:36:27.927,449.0,2,124.0,2.0,0.0,449,344.0,439,2014-08-21 19:39:27.477,2,0.0
448,453.0,<business-plan><mobile-apps>,2014-08-21 18:49:01.143,452.0,1,213.0,4.0,4.0,452,425.0,448,2014-08-22 04:47:30.243,2,2.0
454,456.0,<tech-company>,2014-08-22 09:35:00.723,455.0,3,1943.0,4.0,7.0,455,423.0,454,2014-08-22 11:05:48.070,2,0.0
457,140.0,<growth><hiring><team><vision>,2014-08-22 12:14:44.120,463.0,15,1081.0,6.0,3.0,463,43.0,457,2014-08-22 16:41:34.730,19,3.0
464,462.0,<united-states><taxes><accounting>,2014-08-22 17:43:33.990,467.0,10,186.0,2.0,2.0,467,321.0,464,2014-08-22 18:38:59.300,6,3.0
469,469.0,<mobile-apps>,2014-08-22 21:02:38.453,472.0,-3,234.0,2.0,10.0,472,353.0,469,2014-08-23 13:21:17.970,2,1.0
473,442.0,<united-states><stock><investors><angel-investors>,2014-08-23 13:31:43.103,493.0,7,2373.0,2.0,2.0,493,43.0,473,2014-08-26 07:29:22.523,4,7.0
481,497.0,<marketing><target-market>,2014-08-24 22:06:21.887,482.0,9,712.0,4.0,0.0,482,43.0,481,2014-08-24 22:41:45.260,13,0.0
484,91.0,<business-plan>,2014-08-25 04:29:07.987,485.0,9,1244.0,2.0,3.0,485,43.0,484,2014-08-25 07:29:01.077,8,2.0
507,532.0,<hiring><low-capital><vision>,2014-08-27 07:23:59.490,508.0,6,145.0,4.0,6.0,508,437.0,507,2014-08-27 08:37:30.987,4,1.0
511,227.0,<founder>,2014-08-27 13:55:02.890,513.0,9,2135.0,3.0,2.0,513,44.0,511,2014-08-27 15:42:47.577,5,3.0
520,44.0,<united-states><canada><web-development>,2014-08-28 13:46:58.103,528.0,14,1436.0,9.0,4.0,528,571.0,520,2014-08-28 19:07:55.810,6,3.0
523,564.0,<united-states><employees><team><remote>,2014-08-28 15:26:05.387,627.0,19,3583.0,4.0,8.0,627,354.0,523,2014-09-05 23:33:01.023,4,2.0
527,91.0,<finance>,2014-08-28 18:12:41.337,546.0,2,73.0,2.0,1.0,546,425.0,527,2014-08-29 11:58:28.217,4,0.0
533,227.0,<startup-costs><investment>,2014-08-29 02:40:55.283,536.0,6,2755.0,5.0,0.0,536,43.0,533,2014-08-29 03:52:30.423,11,0.0
534,580.0,<tech-company><mobile-apps><startup-costs><crowd-funding>,2014-08-29 02:43:36.723,535.0,2,129.0,3.0,7.0,535,9.0,534,2014-08-29 03:41:59.080,2,4.0
538,580.0,<tech-company><employees><startup-costs><hiring><team>,2014-08-29 04:08:57.430,542.0,4,3149.0,5.0,4.0,542,437.0,538,2014-08-29 05:24:47.193,2,5.0
565,354.0,<united-states><funding><investment><venture-capital>,2014-08-30 21:03:55.847,583.0,6,140.0,4.0,0.0,583,131.0,565,2014-09-01 22:56:36.337,4,3.0
573,624.0,<mobile-apps>,2014-08-31 21:43:54.420,575.0,6,1834.0,2.0,2.0,575,344.0,573,2014-09-01 13:01:45.387,4,5.0
579,635.0,<service>,2014-09-01 16:48:20.680,581.0,20,858.0,2.0,2.0,581,131.0,579,2014-09-01 19:25:24.160,19,4.0
584,43.0,<united-states><tech-company><marketing><networking><social-networking>,2014-09-02 01:37:35.960,591.0,13,1157.0,7.0,3.0,591,302.0,584,2014-09-02 08:45:03.717,6,0.0
585,9.0,<united-states><tech-company><business-registration><delaware>,2014-09-02 01:45:27.560,586.0,7,503.0,1.0,0.0,586,43.0,585,2014-09-02 02:28:11.503,7,4.0
595,659.0,<investment><investors><target-market><angel-investors>,2014-09-02 17:15:29.510,596.0,3,67.0,1.0,0.0,596,416.0,595,2014-09-02 18:24:08.127,5,0.0
599,664.0,<naming>,2014-09-03 05:49:14.970,602.0,2,153.0,5.0,6.0,602,44.0,599,2014-09-03 08:20:04.890,1,0.0
604,669.0,<business-plan><b2b><e-commerce>,2014-09-03 13:45:48.683,619.0,2,113.0,1.0,2.0,619,416.0,604,2014-09-04 13:45:27.267,1,2.0
608,551.0,<statistics><growth>,2014-09-03 20:37:25.840,954.0,2,890.0,4.0,0.0,954,425.0,608,2014-10-11 14:18:34.587,1,0.0
609,551.0,<resources>,2014-09-03 22:05:12.920,611.0,9,954.0,6.0,4.0,611,677.0,609,2014-09-03 23:12:05.817,8,2.0
620,689.0,<legal><united-kingdom><advertising>,2014-09-04 18:24:06.097,623.0,2,89.0,2.0,4.0,623,131.0,620,2014-09-05 01:23:38.987,2,2.0
625,551.0,<intellectual-property><paperwork><process>,2014-09-05 16:59:31.407,1584.0,2,45.0,1.0,1.0,1584,1482.0,625,2014-12-09 08:44:09.957,1,0.0
626,551.0,<legal><founder><exit>,2014-09-05 17:32:56.853,637.0,11,275.0,4.0,0.0,637,715.0,626,2014-09-07 08:11:48.850,6,1.0
633,551.0,<business-plan><exit>,2014-09-06 23:58:26.527,985.0,4,105.0,2.0,0.0,985,425.0,633,2014-10-14 13:19:01.530,1,0.0
638,615.0,<learning>,2014-09-07 09:36:31.413,644.0,5,210.0,3.0,3.0,644,68.0,638,2014-09-07 23:18:55.220,7,1.0
641,704.0,<tech-company><marketing><startup-costs><testing>,2014-09-07 17:23:17.670,653.0,1,93.0,3.0,0.0,653,728.0,641,2014-09-08 23:48:13.103,1,0.0
648,551.0,<united-states><leadership>,2014-09-08 14:11:20.253,1023.0,1,77.0,2.0,4.0,1023,1114.0,648,2014-10-16 20:08:36.563,1,0.0
649,554.0,<startup-costs><financing><product><venture-capital>,2014-09-08 15:54:53.710,662.0,7,87.0,2.0,2.0,662,344.0,649,2014-09-10 00:59:51.307,3,0.0
654,91.0,<business-plan><intellectual-property><investment>,2014-09-08 23:49:09.823,659.0,4,187.0,2.0,0.0,659,131.0,654,2014-09-09 10:15:22.853,6,0.0
663,43.0,<united-states><employment>,2014-09-10 08:48:58.737,696.0,0,106.0,2.0,6.0,696,131.0,663,2014-09-12 10:48:17.303,2,0.0
664,551.0,<business-plan><lean>,2014-09-10 14:10:36.097,852.0,5,1419.0,1.0,0.0,852,921.0,664,2014-09-30 15:23:48.530,4,0.0
666,23.0,<equity><vesting>,2014-09-10 17:06:56.290,749.0,6,128.0,2.0,0.0,749,551.0,666,2014-09-18 16:34:40.853,2,0.0
667,23.0,<equity>,2014-09-10 17:08:00.300,669.0,4,53.0,2.0,0.0,669,44.0,667,2014-09-10 17:41:21.693,3,0.0
668,26.0,<llc>,2014-09-10 17:38:48.547,673.0,7,861.0,2.0,6.0,673,131.0,668,2014-09-10 20:23:04.967,6,0.0
671,26.0,<legal>,2014-09-10 17:51:10.253,679.0,5,16085.0,1.0,1.0,679,233.0,671,2014-09-11 05:50:33.077,6,1.0
675,551.0,<lean>,2014-09-10 21:43:52.310,694.0,2,107.0,1.0,0.0,694,758.0,675,2014-09-12 03:09:08.737,1,0.0
676,26.0,<sales>,2014-09-10 21:51:07.040,678.0,7,94.0,1.0,2.0,678,131.0,676,2014-09-10 23:58:40.937,8,0.0
699,766.0,<tech-company><hiring>,2014-09-12 15:55:19.753,703.0,4,58.0,1.0,1.0,703,437.0,699,2014-09-12 16:38:14.263,3,0.0
702,767.0,<communication>,2014-09-12 16:33:34.870,706.0,4,60.0,1.0,3.0,706,59.0,702,2014-09-12 22:08:10.450,3,2.0
711,770.0,<united-states><taxes><stock-options><contractors>,2014-09-13 02:49:36.357,713.0,3,92.0,2.0,2.0,713,131.0,711,2014-09-13 12:04:12.057,5,3.0
729,551.0,<equity><debt>,2014-09-16 01:35:43.893,733.0,5,248.0,1.0,2.0,733,131.0,729,2014-09-16 10:23:55.783,3,0.0
734,545.0,<business-plan><growth><website>,2014-09-16 14:35:02.443,912.0,1,287.0,1.0,5.0,912,1000.0,734,2014-10-06 02:00:04.600,2,0.0
743,808.0,<sales>,2014-09-17 20:19:34.780,1012.0,3,63.0,2.0,4.0,1012,425.0,743,2014-10-16 07:54:35.063,1,2.0
745,810.0,<customer-development>,2014-09-18 02:55:11.913,750.0,2,55.0,1.0,2.0,750,48.0,745,2014-09-18 16:44:35.923,2,0.0
755,820.0,<sales><software>,2014-09-19 12:44:14.950,756.0,4,187.0,2.0,1.0,756,131.0,755,2014-09-19 13:37:12.983,3,0.0
763,831.0,<business-plan><website><advertising>,2014-09-21 08:19:18.027,765.0,3,294.0,1.0,0.0,765,131.0,763,2014-09-21 10:10:38.837,5,0.0
767,783.0,<tech-company>,2014-09-21 13:58:50.803,770.0,8,433.0,4.0,1.0,770,302.0,767,2014-09-21 17:32:31.230,8,0.0
780,844.0,<united-states><legal><intellectual-property><patent>,2014-09-23 03:01:47.937,781.0,4,79.0,1.0,0.0,781,59.0,780,2014-09-23 03:06:50.780,4,2.0
782,551.0,<marketing><brand>,2014-09-23 04:15:37.697,788.0,3,121.0,2.0,1.0,788,302.0,782,2014-09-24 12:05:26.507,5,3.0
784,852.0,<business-model>,2014-09-23 15:37:28.587,785.0,5,79.0,1.0,0.0,785,844.0,784,2014-09-23 16:06:33.410,5,7.0
791,91.0,<legal>,2014-09-25 00:47:51.347,794.0,5,269.0,3.0,0.0,794,9.0,791,2014-09-25 01:29:58.490,3,0.0
796,59.0,<united-states><marketing><product>,2014-09-25 08:39:25.800,797.0,4,76.0,3.0,1.0,797,91.0,796,2014-09-25 12:42:09.193,3,0.0
798,91.0,<business-model><business-capital>,2014-09-25 14:27:46.937,802.0,2,54.0,1.0,7.0,802,551.0,798,2014-09-25 16:48:52.773,2,0.0
804,879.0,<united-states><intellectual-property><business-registration><copyright><sole-proprietorship>,2014-09-25 20:38:07.397,808.0,8,396.0,1.0,2.0,808,59.0,804,2014-09-25 22:38:17.487,6,0.0
805,59.0,<tech-company><marketing>,2014-09-25 21:47:22.640,815.0,4,103.0,1.0,0.0,815,844.0,805,2014-09-26 03:54:52.393,4,0.0
806,880.0,<intellectual-property><patent>,2014-09-25 22:14:06.480,807.0,3,47.0,1.0,0.0,807,59.0,806,2014-09-25 22:28:58.573,2,4.0
811,9.0,<financing><investors>,2014-09-26 00:53:25.717,817.0,8,132.0,1.0,0.0,817,844.0,811,2014-09-26 05:47:46.720,7,0.0
812,879.0,<intellectual-property><patent><copyright><trademark>,2014-09-26 02:39:23.517,814.0,7,1342.0,1.0,0.0,814,59.0,812,2014-09-26 02:52:08.957,12,3.0
813,44.0,<customer-development>,2014-09-26 02:43:49.863,816.0,4,97.0,2.0,0.0,816,844.0,813,2014-09-26 04:35:30.607,1,0.0
822,551.0,<founder><ycombinator>,2014-09-27 01:11:59.267,823.0,2,86.0,1.0,0.0,823,551.0,822,2014-09-27 02:28:14.463,3,0.0
829,50.0,<tech-company><founder>,2014-09-28 11:13:39.193,830.0,12,49034.0,5.0,0.0,830,551.0,829,2014-09-28 16:00:18.763,12,1.0
831,551.0,<equity><founder><exit>,2014-09-28 16:27:11.827,1119.0,3,209.0,2.0,0.0,1119,1197.0,831,2014-10-23 18:46:03.393,1,0.0
835,9.0,<tech-company><mobile-apps>,2014-09-28 22:52:33.720,836.0,11,790.0,8.0,1.0,836,551.0,835,2014-09-28 23:28:13.353,11,2.0
838,551.0,<united-states><legal><business-registration><united-kingdom>,2014-09-29 01:41:10.943,1108.0,3,168.0,1.0,1.0,1108,1134.0,838,2014-10-23 14:14:49.447,2,4.0
864,942.0,<united-states><llc><international>,2014-10-01 15:19:17.660,886.0,7,283.0,2.0,2.0,886,963.0,864,2014-10-02 18:02:29.403,6,0.0
865,551.0,<tech-company><legal><intellectual-property><taxes><software>,2014-10-01 15:41:30.473,899.0,3,55.0,1.0,0.0,899,44.0,865,2014-10-04 14:46:51.027,1,0.0
872,947.0,<difficult-client><contracts>,2014-10-01 19:41:11.920,875.0,13,1422.0,3.0,6.0,875,43.0,872,2014-10-01 21:58:00.067,8,5.0
885,959.0,<marketing><customer-development>,2014-10-02 11:32:45.930,887.0,4,341.0,3.0,7.0,887,844.0,885,2014-10-02 18:26:24.803,3,4.0
896,982.0,<equity>,2014-10-03 21:17:01.913,897.0,9,9950.0,3.0,1.0,897,59.0,896,2014-10-04 03:25:14.803,4,0.0
898,59.0,<tech-company><marketing><social-networking>,2014-10-04 10:50:53.197,900.0,3,122.0,2.0,0.0,900,302.0,898,2014-10-04 15:26:44.793,4,0.0
906,708.0,<product><vision><hardware>,2014-10-05 10:24:03.067,907.0,2,958.0,2.0,0.0,907,43.0,906,2014-10-05 19:31:01.263,3,3.0
910,1000.0,<tech-company><growth><hiring><remote>,2014-10-06 01:12:08.513,920.0,17,592.0,9.0,0.0,920,43.0,910,2014-10-06 19:52:01.580,7,7.0
921,9.0,<brand><domain-name>,2014-10-07 00:50:33.170,923.0,5,1005.0,1.0,1.0,923,844.0,921,2014-10-07 02:34:11.530,5,1.0
922,59.0,<tech-company><employees><hours>,2014-10-07 01:17:44.673,928.0,9,309.0,3.0,0.0,928,1020.0,922,2014-10-07 15:43:22.733,6,0.0
931,1025.0,<investors>,2014-10-07 20:31:57.323,933.0,6,279.0,1.0,2.0,933,551.0,931,2014-10-08 04:52:15.760,1,4.0
937,551.0,<management><parallel-entrepreneur>,2014-10-08 22:38:08.100,971.0,4,237.0,2.0,1.0,971,68.0,937,2014-10-13 17:17:52.827,5,0.0
941,1047.0,<investment><united-kingdom><accounting>,2014-10-09 20:52:29.250,953.0,5,949.0,1.0,0.0,953,131.0,941,2014-10-11 10:45:58.640,5,3.0
949,720.0,<funding>,2014-10-10 07:09:51.563,950.0,4,52.0,1.0,0.0,950,1053.0,949,2014-10-10 12:54:31.743,4,0.0
952,354.0,<human-resources>,2014-10-10 23:57:23.330,1204.0,3,115.0,1.0,6.0,1204,354.0,952,2014-10-30 00:02:10.197,2,0.0
958,1059.0,<business-model><revenue>,2014-10-11 21:45:15.037,979.0,0,3947.0,5.0,1.0,979,425.0,958,2014-10-14 11:38:05.863,4,2.0
961,1063.0,<sales><software><website>,2014-10-12 12:53:04.537,967.0,1,94.0,2.0,2.0,967,1067.0,961,2014-10-13 07:18:58.880,1,0.0
973,551.0,<patent>,2014-10-14 02:22:49.867,993.0,1,191.0,1.0,0.0,993,74.0,973,2014-10-15 00:51:42.683,2,0.0
975,844.0,<united-states><legal><employees>,2014-10-14 03:00:28.193,1188.0,14,514.0,2.0,1.0,1188,1207.0,975,2014-10-28 19:53:10.117,7,0.0
989,554.0,<product><venture-capital><investors>,2014-10-14 19:26:29.877,1009.0,2,46.0,2.0,0.0,1009,425.0,989,2014-10-16 06:23:24.477,2,0.0
990,1083.0,<customer-development><internet>,2014-10-14 19:32:47.027,998.0,7,124.0,1.0,2.0,998,425.0,990,2014-10-15 06:33:22.743,3,0.0
995,59.0,<tech-company><merchant-services><payment><saas>,2014-10-15 02:02:26.130,996.0,1,333.0,3.0,0.0,996,551.0,995,2014-10-15 02:35:57.493,1,0.0
1004,1104.0,<tech-company><marketing><mobile-apps><advertising><market-research>,2014-10-15 19:02:39.127,1008.0,5,332.0,3.0,2.0,1008,425.0,1004,2014-10-16 05:58:24.110,2,2.0
1013,1107.0,<investment><investors><market-research>,2014-10-16 12:41:37.507,1018.0,6,1230.0,6.0,0.0,1018,844.0,1013,2014-10-16 15:57:07.817,9,0.0
1015,1107.0,<mobile-apps><revenue>,2014-10-16 13:42:27.990,1056.0,7,582.0,4.0,0.0,1056,1134.0,1015,2014-10-20 04:14:09.743,5,0.0
