AId,AUserId,QId,ATime,AScore,ACommentCount
294,131,290,2014-08-10 11:41:11.200,1,1
295,233,290,2014-08-10 14:47:31.603,3,0
296,267,260,2014-08-10 16:10:01.493,6,5
299,43,291,2014-08-10 22:03:47.750,4,0
300,43,1,2014-08-11 01:27:09.710,9,0
302,233,291,2014-08-11 09:25:20.580,1,0
303,59,301,2014-08-11 09:27:39.413,3,1
304,131,301,2014-08-11 09:31:16.307,7,1
305,233,301,2014-08-11 09:45:34.803,3,0
308,43,307,2014-08-11 23:28:02.490,12,4
309,59,307,2014-08-12 02:47:54.920,4,0
312,160,307,2014-08-12 14:27:51.460,2,0
313,44,285,2014-08-12 23:14:27.300,2,0
330,59,314,2014-08-13 02:13:00.227,8,0
331,100,329,2014-08-13 03:08:41.120,3,0
332,296,301,2014-08-13 04:25:55.453,5,3
333,296,292,2014-08-13 04:27:00.357,-2,0
334,296,213,2014-08-13 04:31:19.890,0,0
335,239,329,2014-08-13 11:26:20.993,2,0
336,239,301,2014-08-13 12:01:55.420,2,0
337,239,45,2014-08-13 12:54:10.893,4,0
339,302,45,2014-08-13 16:31:12.093,10,1
340,59,338,2014-08-13 17:26:26.140,3,0
341,305,45,2014-08-13 17:58:57.800,1,0
343,59,342,2014-08-13 19:12:56.917,11,0
345,59,344,2014-08-14 06:51:06.587,8,1
351,321,350,2014-08-15 11:25:55.467,6,3
353,43,352,2014-08-15 15:59:43.967,5,0
355,160,354,2014-08-15 16:38:49.010,16,0
356,59,354,2014-08-15 19:04:35.290,4,4
357,302,354,2014-08-16 11:39:37.450,2,0
364,233,354,2014-08-18 06:23:36.567,5,0
365,233,310,2014-08-18 06:48:46.207,3,0
366,119,329,2014-08-18 10:32:32.437,1,1
367,119,72,2014-08-18 14:04:06.397,1,0
368,119,291,2014-08-18 15:09:51.693,1,0
369,344,354,2014-08-18 20:54:53.607,2,0
371,344,352,2014-08-18 21:13:00.263,2,0
373,353,370,2014-08-18 22:01:14.413,10,0
374,354,358,2014-08-18 22:01:55.207,1,2
375,353,350,2014-08-18 22:49:01.833,2,2
376,353,344,2014-08-18 22:54:29.720,1,2
377,344,260,2014-08-19 00:26:29.853,4,0
380,354,378,2014-08-19 03:07:01.650,6,0
381,362,291,2014-08-19 03:39:28.130,3,0
382,68,253,2014-08-19 04:57:21.920,2,0
384,68,370,2014-08-19 05:29:26.710,11,1
385,43,383,2014-08-19 06:58:14.570,5,2
387,388,379,2014-08-19 10:11:00.870,5,2
388,353,386,2014-08-19 10:48:48.163,2,0
389,353,314,2014-08-19 11:02:54.223,1,0
390,302,379,2014-08-19 12:05:29.507,5,3
391,302,370,2014-08-19 12:14:20.900,5,4
393,160,370,2014-08-19 13:31:26.063,2,1
396,119,395,2014-08-19 15:09:36.787,3,0
397,353,395,2014-08-19 15:19:56.017,3,0
398,353,394,2014-08-19 15:28:43.373,3,4
399,353,392,2014-08-19 15:33:46.850,0,0
400,353,378,2014-08-19 15:37:09.897,0,2
402,354,392,2014-08-19 16:42:09.817,1,0
404,144,292,2014-08-19 18:51:53.187,5,1
405,344,392,2014-08-19 19:35:20.290,2,0
407,302,72,2014-08-19 22:43:06.597,3,0
408,302,406,2014-08-19 22:58:34.897,2,0
412,43,410,2014-08-20 05:54:02.067,4,2
414,43,411,2014-08-20 06:15:08.630,2,0
415,44,410,2014-08-20 07:49:37.763,1,0
416,44,378,2014-08-20 08:07:16.177,0,0
417,378,409,2014-08-20 08:23:57.777,2,5
418,233,394,2014-08-20 10:59:03.867,4,3
419,344,394,2014-08-20 13:11:43.943,0,2
420,423,413,2014-08-20 14:32:17.383,1,2
421,423,358,2014-08-20 14:47:51.463,1,0
422,423,409,2014-08-20 14:57:48.127,3,0
423,423,406,2014-08-20 15:17:17.810,0,0
424,423,311,2014-08-20 15:25:07.660,1,0
425,425,410,2014-08-20 15:31:44.573,3,0
426,425,406,2014-08-20 15:53:47.663,0,0
427,210,406,2014-08-20 16:57:00.903,3,0
429,425,267,2014-08-20 17:01:26.817,0,3
430,354,409,2014-08-20 17:14:31.587,2,3
431,59,428,2014-08-20 18:57:40.647,6,3
432,88,292,2014-08-20 22:49:31.597,0,0
433,91,428,2014-08-21 05:00:24.623,1,0
434,437,410,2014-08-21 05:56:17.990,2,3
435,437,413,2014-08-21 06:04:13.430,1,0
436,437,260,2014-08-21 06:17:22.157,5,1
440,119,91,2014-08-21 13:06:31.130,1,0
441,321,439,2014-08-21 13:07:54.040,2,0
442,423,437,2014-08-21 13:40:56.770,1,1
445,450,386,2014-08-21 16:15:48.877,2,0
446,354,386,2014-08-21 16:41:52.103,1,1
449,344,439,2014-08-21 19:39:27.477,2,0
450,54,438,2014-08-21 19:52:52.273,2,3
452,425,448,2014-08-22 04:47:30.243,2,2
453,425,428,2014-08-22 05:30:42.620,2,0
455,423,454,2014-08-22 11:05:48.070,2,0
456,423,448,2014-08-22 11:20:51.907,1,0
458,353,457,2014-08-22 13:22:41.813,2,0
459,437,454,2014-08-22 14:11:45.903,5,4
460,437,457,2014-08-22 14:18:14.120,8,0
461,423,457,2014-08-22 14:45:28.897,3,0
462,344,457,2014-08-22 16:16:24.153,3,0
463,43,457,2014-08-22 16:41:34.730,19,3
465,464,454,2014-08-22 18:03:54.627,5,0
466,462,311,2014-08-22 18:22:20.420,2,0
467,321,464,2014-08-22 18:38:59.300,6,3
468,321,454,2014-08-22 19:51:38.820,3,0
470,91,469,2014-08-23 03:35:05.610,1,2
471,479,437,2014-08-23 10:13:46.507,1,2
472,353,469,2014-08-23 13:21:17.970,2,1
474,91,448,2014-08-23 19:59:52.507,1,0
475,344,437,2014-08-23 20:21:29.323,0,0
477,437,476,2014-08-24 10:31:05.180,2,0
478,44,464,2014-08-24 15:09:36.337,1,0
479,44,476,2014-08-24 16:21:52.330,4,5
480,354,286,2014-08-24 20:21:23.500,1,2
482,43,481,2014-08-24 22:41:45.260,13,0
483,44,481,2014-08-25 00:21:19.630,2,0
485,43,484,2014-08-25 07:29:01.077,8,2
486,233,484,2014-08-25 07:33:06.677,5,0
487,248,481,2014-08-25 15:36:21.137,1,0
488,210,457,2014-08-25 16:25:27.680,6,0
489,521,481,2014-08-25 20:25:39.253,2,0
493,43,473,2014-08-26 07:29:22.523,4,7
496,378,495,2014-08-26 09:20:44.787,6,2
498,31,494,2014-08-26 12:00:52.230,6,0
499,31,495,2014-08-26 12:09:18.840,1,0
500,91,495,2014-08-26 13:15:59.873,0,0
501,302,494,2014-08-26 14:35:12.603,4,0
503,44,502,2014-08-27 03:43:35.090,1,7
506,532,505,2014-08-27 06:30:49.667,2,0
508,437,507,2014-08-27 08:37:30.987,4,1
509,9,490,2014-08-27 11:28:21.737,2,0
510,131,473,2014-08-27 13:46:08.450,2,2
512,321,511,2014-08-27 15:20:33.617,4,0
513,44,511,2014-08-27 15:42:47.577,5,3
516,43,511,2014-08-28 00:42:24.337,7,0
518,31,517,2014-08-28 08:15:01.597,2,1
519,302,517,2014-08-28 09:51:28.307,5,0
521,302,507,2014-08-28 14:20:23.710,5,1
522,437,520,2014-08-28 15:04:14.300,3,2
524,302,520,2014-08-28 16:48:10.180,9,1
525,344,520,2014-08-28 17:20:34.300,3,2
526,78,517,2014-08-28 18:00:45.557,0,1
528,571,520,2014-08-28 19:07:55.810,6,3
530,354,520,2014-08-28 22:41:43.887,2,1
531,551,527,2014-08-29 01:39:28.057,1,0
532,551,517,2014-08-29 02:11:16.790,0,0
535,9,534,2014-08-29 03:41:59.080,2,4
536,43,533,2014-08-29 03:52:30.423,11,0
537,9,533,2014-08-29 03:56:29.867,3,0
539,580,409,2014-08-29 04:17:35.903,0,2
540,580,292,2014-08-29 04:21:53.613,0,0
541,580,307,2014-08-29 04:26:43.703,0,0
542,437,538,2014-08-29 05:24:47.193,2,5
543,59,538,2014-08-29 05:49:23.947,5,3
544,425,533,2014-08-29 09:59:54.333,2,0
545,425,534,2014-08-29 10:38:52.927,1,1
546,425,527,2014-08-29 11:58:28.217,4,0
547,425,507,2014-08-29 12:22:52.443,1,0
549,587,520,2014-08-29 14:00:33.620,2,3
551,43,550,2014-08-29 17:00:28.893,14,1
552,593,533,2014-08-29 17:41:59.833,3,0
553,462,550,2014-08-29 17:54:26.340,3,0
554,593,534,2014-08-29 17:57:15.907,0,0
555,551,550,2014-08-29 18:11:42.197,2,3
556,598,550,2014-08-29 19:22:21.760,4,0
557,602,58,2014-08-29 22:19:26.310,5,0
559,425,558,2014-08-30 08:51:06.397,5,2
560,302,558,2014-08-30 14:23:46.840,0,2
561,551,558,2014-08-30 16:25:48.337,0,1
564,616,550,2014-08-30 21:03:00.167,3,0
566,616,520,2014-08-30 21:05:38.013,1,0
568,616,507,2014-08-30 21:13:26.160,3,6
569,616,523,2014-08-30 21:17:12.747,3,4
570,617,338,2014-08-30 21:34:57.630,2,0
571,43,565,2014-08-30 22:22:57.807,3,2
572,302,565,2014-08-31 06:44:00.813,2,2
574,233,558,2014-09-01 04:28:10.663,1,0
575,344,573,2014-09-01 13:01:45.387,4,5
576,416,558,2014-09-01 13:37:15.880,0,0
577,416,533,2014-09-01 14:09:04.860,0,0
580,416,578,2014-09-01 18:29:59.647,2,0
581,131,579,2014-09-01 19:25:24.160,19,4
582,416,565,2014-09-01 22:24:16.863,1,0
583,131,565,2014-09-01 22:56:36.337,4,3
586,43,585,2014-09-02 02:28:11.503,7,4
587,628,578,2014-09-02 02:41:01.787,2,0
588,628,584,2014-09-02 03:01:38.560,5,0
590,416,584,2014-09-02 05:48:09.913,3,1
591,302,584,2014-09-02 08:45:03.717,6,0
592,302,578,2014-09-02 09:01:45.783,5,0
593,650,584,2014-09-02 09:42:05.147,2,0
594,200,584,2014-09-02 14:14:06.203,1,1
596,416,595,2014-09-02 18:24:08.127,5,0
597,661,538,2014-09-02 23:37:14.913,1,0
598,661,578,2014-09-03 00:02:51.937,1,0
600,416,504,2014-09-03 07:00:22.290,1,0
601,416,306,2014-09-03 08:11:09.323,1,1
602,44,599,2014-09-03 08:20:04.890,1,0
603,349,599,2014-09-03 10:15:30.770,-1,2
606,416,605,2014-09-03 16:46:42.320,1,2
607,675,599,2014-09-03 18:57:14.987,-2,1
611,677,609,2014-09-03 23:12:05.817,8,2
612,677,584,2014-09-03 23:14:32.777,4,1
613,91,578,2014-09-04 04:04:12.563,0,0
614,31,609,2014-09-04 08:31:00.200,5,0
615,31,608,2014-09-04 08:40:38.010,0,0
616,677,599,2014-09-04 12:49:07.700,0,1
617,416,609,2014-09-04 13:35:30.000,3,0
619,416,604,2014-09-04 13:45:27.267,1,2
622,131,350,2014-09-04 21:21:16.223,1,0
623,131,620,2014-09-05 01:23:38.987,2,2
624,655,523,2014-09-05 13:17:04.857,2,0
627,354,523,2014-09-05 23:33:01.023,4,2
628,628,17,2014-09-06 02:24:23.633,7,0
629,233,599,2014-09-06 05:22:11.703,2,0
631,353,630,2014-09-06 16:00:23.830,0,0
632,302,630,2014-09-06 17:27:56.097,3,3
635,91,626,2014-09-07 01:44:13.233,6,4
637,715,626,2014-09-07 08:11:48.850,6,1
640,717,636,2014-09-07 11:41:31.057,4,2
642,551,641,2014-09-07 19:12:02.750,3,2
643,668,618,2014-09-07 20:08:39.847,1,3
644,68,638,2014-09-07 23:18:55.220,7,1
645,68,641,2014-09-07 23:35:45.253,1,1
647,551,646,2014-09-08 14:06:19.970,0,2
650,715,638,2014-09-08 19:07:15.347,0,2
651,715,620,2014-09-08 19:11:48.740,-1,0
653,728,641,2014-09-08 23:48:13.103,1,0
655,91,652,2014-09-09 00:00:18.150,3,0
656,729,652,2014-09-09 00:56:22.733,3,0
658,44,654,2014-09-09 06:35:40.877,6,0
659,131,654,2014-09-09 10:15:22.853,6,0
660,737,609,2014-09-09 12:18:13.210,4,0
661,657,649,2014-09-09 21:47:47.903,3,0
662,344,649,2014-09-10 00:59:51.307,3,0
669,44,667,2014-09-10 17:41:21.693,3,0
670,460,668,2014-09-10 17:47:12.073,3,3
672,416,608,2014-09-10 18:25:58.210,0,1
673,131,668,2014-09-10 20:23:04.967,6,0
674,54,666,2014-09-10 20:31:03.497,4,0
677,9,665,2014-09-10 22:25:17.550,4,0
678,131,676,2014-09-10 23:58:40.937,8,0
679,233,671,2014-09-11 05:50:33.077,6,1
686,7,683,2014-09-11 22:20:10.480,1,0
687,354,683,2014-09-12 00:07:51.200,2,0
690,91,689,2014-09-12 01:44:36.337,-1,2
691,91,685,2014-09-12 01:57:30.083,4,2
692,44,689,2014-09-12 02:15:18.757,1,0
693,551,689,2014-09-12 02:25:44.767,0,0
694,758,675,2014-09-12 03:09:08.737,1,0
695,131,689,2014-09-12 09:26:19.437,2,0
696,131,663,2014-09-12 10:48:17.303,2,0
697,131,685,2014-09-12 12:26:04.760,4,0
700,131,698,2014-09-12 15:57:41.923,1,0
703,437,699,2014-09-12 16:38:14.263,3,0
706,59,702,2014-09-12 22:08:10.450,3,2
708,131,707,2014-09-12 23:01:48.067,3,0
709,551,705,2014-09-13 01:08:00.907,3,0
710,59,705,2014-09-13 02:21:23.527,2,1
713,131,711,2014-09-13 12:04:12.057,5,3
714,758,638,2014-09-13 17:00:17.150,1,0
715,416,685,2014-09-13 19:32:23.577,0,0
717,,705,2014-09-14 14:35:31.527,1,1
720,59,719,2014-09-14 21:39:56.023,2,0
721,425,685,2014-09-15 07:11:14.017,3,0
722,425,683,2014-09-15 07:21:07.973,4,3
724,423,683,2014-09-15 14:52:15.697,0,0
726,423,665,2014-09-15 15:06:57.380,0,0
727,211,663,2014-09-15 15:36:39.537,1,0
728,423,633,2014-09-15 17:24:36.870,0,3
731,551,579,2014-09-16 05:18:05.667,4,2
732,551,618,2014-09-16 06:24:12.013,3,0
733,131,729,2014-09-16 10:23:55.783,3,0
735,353,711,2014-09-16 14:42:07.710,-1,1
736,91,681,2014-09-16 18:24:34.047,0,0
737,551,681,2014-09-16 22:58:18.643,1,1
738,551,584,2014-09-16 23:02:27.187,0,0
739,48,681,2014-09-16 23:33:22.440,5,0
744,809,743,2014-09-17 23:49:30.253,0,0
747,23,746,2014-09-18 14:59:19.500,2,0
748,551,667,2014-09-18 16:19:36.377,2,0
749,551,666,2014-09-18 16:34:40.853,2,0
750,48,745,2014-09-18 16:44:35.923,2,0
752,91,751,2014-09-19 06:36:53.553,0,0
754,59,753,2014-09-19 09:03:59.667,0,1
756,131,755,2014-09-19 13:37:12.983,3,0
757,91,755,2014-09-19 14:15:33.550,-1,0
758,282,751,2014-09-19 16:17:59.610,2,0
761,48,759,2014-09-20 05:19:03.270,9,3
765,131,763,2014-09-21 10:10:38.837,5,0
769,302,768,2014-09-21 17:22:49.397,1,0
770,302,767,2014-09-21 17:32:31.230,8,0
771,59,760,2014-09-22 00:06:41.467,1,1
772,59,766,2014-09-22 00:28:45.047,3,1
776,551,768,2014-09-22 17:15:08.367,0,0
777,844,766,2014-09-22 21:02:02.443,5,0
778,844,759,2014-09-22 21:35:51.050,7,0
779,844,762,2014-09-22 23:09:13.630,3,0
781,59,780,2014-09-23 03:06:50.780,4,2
783,844,782,2014-09-23 06:19:44.363,2,0
785,844,784,2014-09-23 16:06:33.410,5,7
788,302,782,2014-09-24 12:05:26.507,5,3
789,858,266,2014-09-24 13:20:18.227,6,6
792,59,791,2014-09-25 01:27:04.477,0,0
793,844,791,2014-09-25 01:29:39.413,0,0
794,9,791,2014-09-25 01:29:58.490,3,0
797,91,796,2014-09-25 12:42:09.193,3,0
800,551,799,2014-09-25 16:25:42.833,0,4
801,91,799,2014-09-25 16:35:15.650,3,0
802,551,798,2014-09-25 16:48:52.773,2,0
803,551,796,2014-09-25 17:35:35.627,0,0
807,59,806,2014-09-25 22:28:58.573,2,4
808,59,804,2014-09-25 22:38:17.487,6,0
814,59,812,2014-09-26 02:52:08.957,12,3
815,844,805,2014-09-26 03:54:52.393,4,0
816,844,813,2014-09-26 04:35:30.607,1,0
817,844,811,2014-09-26 05:47:46.720,7,0
819,344,813,2014-09-26 14:52:29.583,1,0
823,551,822,2014-09-27 02:28:14.463,3,0
826,59,825,2014-09-27 07:35:46.190,9,0
827,354,824,2014-09-27 07:49:30.443,2,1
828,354,796,2014-09-27 08:20:55.320,1,0
830,551,829,2014-09-28 16:00:18.763,12,1
834,551,833,2014-09-28 21:25:31.163,4,0
836,551,835,2014-09-28 23:28:13.353,11,2
839,59,835,2014-09-29 03:57:57.267,2,0
841,,835,2014-09-29 14:27:01.093,0,6
844,407,835,2014-09-29 17:31:36.180,3,0
846,921,842,2014-09-29 19:35:40.757,1,1
847,921,767,2014-09-29 19:51:10.690,2,0
850,844,849,2014-09-30 01:26:20.897,3,9
851,551,849,2014-09-30 01:49:51.730,2,0
852,921,664,2014-09-30 15:23:48.530,4,0
853,921,831,2014-09-30 15:38:15.947,0,0
857,844,854,2014-09-30 19:43:07.680,4,0
858,551,854,2014-09-30 19:44:59.683,1,0
862,551,861,2014-10-01 04:10:39.330,2,1
867,551,866,2014-10-01 17:08:54.247,3,0
869,945,864,2014-10-01 17:38:28.390,4,4
870,91,868,2014-10-01 19:18:09.967,3,3
871,551,868,2014-10-01 20:08:42.350,0,0
873,551,872,2014-10-01 20:40:17.260,0,1
874,114,866,2014-10-01 21:29:29.247,1,0
875,43,872,2014-10-01 21:58:00.067,8,5
876,949,866,2014-10-01 22:59:55.940,0,0
878,,877,2014-10-01 13:43:18.007,8,2
879,59,877,2014-10-02 00:18:04.147,1,0
881,43,880,2014-10-02 06:03:25.357,1,0
883,957,872,2014-10-02 11:15:40.637,3,0
886,963,864,2014-10-02 18:02:29.403,6,0
887,844,885,2014-10-02 18:26:24.803,3,4
888,48,885,2014-10-02 19:07:58.643,2,3
895,974,885,2014-10-03 07:38:40.493,2,1
897,59,896,2014-10-04 03:25:14.803,4,0
899,44,865,2014-10-04 14:46:51.027,1,0
900,302,898,2014-10-04 15:26:44.793,4,0
901,987,896,2014-10-04 18:46:08.187,4,0
903,989,861,2014-10-04 21:52:57.147,-1,0
904,991,866,2014-10-05 07:51:04.113,2,0
905,991,859,2014-10-05 08:25:20.143,1,0
907,43,906,2014-10-05 19:31:01.263,3,3
908,987,810,2014-10-05 21:31:23.487,0,2
909,991,898,2014-10-05 22:25:05.990,2,0
911,1000,227,2014-10-06 01:24:28.500,1,0
912,1000,734,2014-10-06 02:00:04.600,2,0
913,551,896,2014-10-06 03:21:38.983,2,0
914,551,910,2014-10-06 03:50:50.290,0,0
915,551,906,2014-10-06 04:27:24.377,0,1
917,756,884,2014-10-06 08:54:18.627,6,0
919,551,918,2014-10-06 13:33:26.227,1,0
920,43,910,2014-10-06 19:52:01.580,7,7
923,844,921,2014-10-07 02:34:11.530,5,1
924,551,922,2014-10-07 12:59:59.947,2,0
927,844,926,2014-10-07 15:41:39.563,6,0
928,1020,922,2014-10-07 15:43:22.733,6,0
930,416,922,2014-10-07 19:42:26.950,2,0
933,551,931,2014-10-08 04:52:15.760,1,4
936,44,935,2014-10-08 14:30:57.630,1,0
939,551,938,2014-10-09 14:22:18.007,0,0
940,44,934,2014-10-09 18:35:36.577,2,0
942,44,938,2014-10-09 22:34:25.437,1,0
944,551,943,2014-10-09 23:03:33.927,1,3
